Pais|Abonos|Abrigos y similares|Acabados para la construcción|Accesorios|Accesorios (moda)|Aceite de palma|Aceites esenciales y resinoides|Aceites minerales y ceras.|Adhesivos y materias albuminoideas|Aeronaves y sus partes|Alfombras|Algodón y demás fibras vegetales de uso textil|Alimentos para animales|Aluminio (artículos industriales)|Aluminio (materiales de construcción)|Amianto (artículos industriales)|Amianto (materiales de construcción)|Animales vivos (avícola)|Animales vivos (bovinos)|Animales vivos (equinos)|Animales vivos (los demás)|Animales vivos (ovinos o caprinos)|Animales vivos (peces)|Animales vivos (porcinos)|Aparatos eléctricos|Armas|Artículos de oficina|Artículos del hogar|Artículos para fotografía y cine|Artículos promocionales|Atunes frescos, congelados o refrigerados|Automóviles de turismo y uso familiar|Azúcar de caña|Banano|Barcos y sus partes|Bebidas alcohólicas|Bebidas no alcohólicas|Betunes, abrillantadores y preparaciones similares|Bicicletas|Bisutería|Bordados|Cables y redes|Cacao|Café verde|Calcetería|Calzado|Camarones, crustáceos, langostinos y moluscos|Camisas|Carnes y despojos comestibles (avícola)|Carnes y despojos comestibles (bovino)|Carnes y despojos comestibles (otros)|Carnes y despojos comestibles (porcino)|Cartulinas para plegadizas|Caucho (artículos industriales)|Caucho (plástico y caucho)|Caucho y sus manufacturas|Cemento|Ceras|Cereales|Cerámica|Cerámica, arcilla y piedra|Cestería|Cinc|Cintas y cordeles|Cobre|Conductores eléctricos|Confitería de azúcar|Confitería de cacao|Corcho (artículos industriales)|Cosméticos|Cueros en bruto y preparados|Demás manufacturas u objetos de adorno|Demás papeles y cartones|Derivados de café|Derivados del cacao|Desinfectantes|Desperdicios|Desperdicios y desechos de minerales metálicos|Dispositivos Médicos|Dotaciones hoteleras|Editorial|Electrodomésticos|Encajes|Encajes hechos a mano|Envases y empaques de aluminio|Envases y empaques de corcho|Envases y empaques de fibras naturales y sintéticas|Envases y empaques de hierro o acero|Envases y empaques de madera|Envases y empaques de metal común|Envases y empaques de papel y cartón|Envases y empaques de plomo|Envases y empaques de plástico|Envases y empaques de vidrio|Especias|Estatuillas|Extractos, pigmentos y pinturas|Fajas y ropa de control|Fertilizantes|Fibras|Fieltro|Filetes de pescado|Flores artificiales|Flores frescas|Follajes|Frutas frescas|Frutas y hortalizas procesadas|Fungicidas|Grasas y aceites animales o vegetales, productos de|Guata|Herbicidas|Herramientas|Hierbas aromáticas|Hierro y acero|Hilados|Industria del tabaco|Insecticidas|Instrumentos, aparatos y prótesis|Insumos|Insumos para la industria grafica|Jeans|Joyería|Leche|Legumbres y hortalizas frescas|Llantas neumáticas|Locomotoras y sus partes|Los demás (agroindustrial)|Los demás (agrícola)|Los demás metales comunes|Los demás pescados frescos, congelados o refrigerados|Madera (materiales de construcción)|Madera (muebles y maderas)|Mantas|Mantequilla y espacibles|Manufactura de vidrio|Manufacturas de cuero|Manufacturas de hierro o acero|Maquinaria agrícola|Maquinaria industrial|Medición|Metal|Metalurgia|Mica|Mobiliario hospitalario|Motocicletas|Motores y sus partes|Muebles - hogar|Muebles - oficina|Níquel y plomo|Orfebrería|Otras Autopartes|Otras confecciones|Otros aceites y grasas|Otros aceites y lubricantes|Otros agroquímicos de protección|Otros artículos impresos|Otros artículos industriales|Otros lácteos|Otros medios de transporte|Otros metales comunes|Otros papeles y cartones|Otros productos de aseo|Otros textiles|Panela y otros edulcorantes|Papeles corrugados|Papeles para empaques|Papeles para imprenta|Partes de otros medios de transporte|Partes de otros medios de transporte de vehículos|Partes y accesorios de motocicletas|Partes y accesorios de vehículos|Pastas para moldear y demás preparaciones para odontología|Peletería (cuero manufacturas de cuero)|Pescados y subproductos de pescado secos, salados, ahumados|Plantas vivas|Plástico en formas primarias|Plástico y caucho (artículos industriales)|Plástico y caucho (materiales de construcción)|Plástico y sus manufacturas|Plátano|Prefabricados|Preparaciones alimenticias diversas|Prod. Animal, veg. y minerales|Productos audiovisuales|Productos capilares|Productos cárnicos|Productos de aseo personal|Productos de panadería y molinería|Productos diversos de las industrias químicas.|Productos editoriales|Productos farmacéuticos|Productos farmacéuticos veterinarios|Productos procesados del mar|Productos químicos inorgánicos|Productos químicos orgánicos|Pólvoras y explosivos, artículos de pirotecnia|Queso|Raticidas|Remolques y semirremolques|Revestimientos|Ropa casual femenina|Ropa casual masculina|Ropa de bebe - infantil|Ropa de hogar|Ropa deportiva|Ropa formal femenina|Ropa formal masculina|Ropa interior y pijamas|Seguridad|Semillas y frutos oleaginosos|Subproductos de origen animal (avícola)|Subproductos de origen animal (otros)|Suéteres y chalecos|T-shirts camisetas|Tabaco|Tanques y vehículos blindados de combate|Tapicería|Telas y tejidos|Telecomunicaciones y sonido|Textiles|Tractores|Transporte de mercancías|Transporte de pasajeros|Trenzas y artículos similares|Vehículos|Vehículos eléctricos|Vehículos para usos especiales|Vestidos de baño y ropa de playa|Vidrio (artículos industriales)|Vidrio (materiales de construcción)|Yeso|Óptico
Afganistán|0.012461669|0.34725454|0.11646746|0.26669079|0.28962427|0.6219421|0.26908869|0.0|0.17988797|0.22757861|0.51166433|0.0|0.26795617|0.2389555|0.15839328|0.18089619|0.0|0.45556006|0.23655564|0.53235447|0.41746163|0.012938288|0.2651706|0.0|0.12496006|0.24987577|0.31886795|0.22298309|0.15670779|0.10622978|0.0075832205|0.083377972|0.35268116|0.64855379|0.039176483|0.072396904|0.28131506|0.21795826|0.21806163|0.50770336|0.47014475|0.26547047|0.013679121|0.17458703|0.41418684|0.2542797|0.052190863|0.15073135|0.32104182|0.14392203|0.096659124|0.19372141|0.29486591|0.14494054|0.037470371|0.13594536|0.083810084|0.24552947|0.37097794|0.41767776|0.34303653|0.19030978|0.0|0.17333181|0.15188538|0.18553032|0.70025682|0.34921309|0.24643323|0.38292056|0.10798863|0.091750488|0.11679782|0.18272991|0.2161217|0.36586726|0.56866682|0.0|0.32903311|0.36991102|0.26954624|0.1866295|0.41030592|0.59437716|0.75220275|0.01650393|0.51321769|0.14614315|0.1444135|0.1936921|0.29555267|0.0|0.4237867|0.12403312|0.4748143|0.46862471|0.14919534|0.12387021|0.30842382|0.37938017|0.27399793|0.0|0.18484944|0.18172041|0.1092144|0.56223297|0.48407489|0.23357338|0.065964356|0.15810035|0.28655136|0.12488475|0.58368182|0.13736105|0.22625545|0.7298547|0.22678469|0.28498304|0.18901488|0.24533579|0.24442619|0.20383143|0.35001555|0.5125879|0.62241066|0.093058124|0.45538631|0.37434229|0.063930117|0.099915124|0.0892042|0.25889796|0.64148295|0.13814713|0.35323218|0.15129511|0.15768598|0.24596165|0.11844329|0.20038509|0.13213681|0.11822162|0.0|0.16409162|0.38828912|0.25168723|0.086709663|0.08111085|0.32549635|0.51277745|0.31947905|0.33674937|0.51418453|0.14502445|0.17004079|0.25207886|0.08723522|0.5387882|0.0|0.42262337|0.20784569|0.38758263|0.43673837|0.29130933|0.19254838|0.054378502|0.16031484|0.18590459|0.0|0.27857202|0.32821292|0.31394765|0.0|0.0|0.19349048|0.27789581|0.18783006|0.12858863|0.25743642|0.11766712|0.13236672|0.45807359|0.0|0.0|0.48436877|0.12303971|0.54065394|0.72094774|0.15251257|0.080550507|0.35693449|0.0|0.1307264|0.18205222|0.32424539|0.46355462|0.27870256|0.21644375|0.30543691|0.69293892|0.43054664|0.4475491|0.38564396|0.40228871|0.20738614|0.43513629|0.24241881|0.20714828|0.052354228|0.35103178|0.61803937|0.064460769|0.3811684|0.24296871|0.23621257|0.13472819|0.0|0.31818581|0.22860317|0.13897851|0.58671027|0.10262668|0.34487686|0.12037633|0.0|0.037268113|0.4102844|0.080420308|0.30146033|0.10412034|0.091746047|0.088890776
Albania|0.17689496|0.49782845|0.3047331|0.37814415|0.43996084|0.14812423|0.16123319|0.2127326|0.33620512|0.29933518|0.19489282|0.19806424|0.29694787|0.24569929|0.15497969|0.14375225|0.14491089|0.31165087|0.34270117|0.20483899|0.20240781|0.39769274|0.34447849|0.51164901|0.15911494|0.14776564|0.16542414|0.33762378|0.20395958|0.32202375|0.22144143|0.45264754|0.23123193|0.45053601|0.15467316|0.33689433|0.31556115|0.22689882|0.13697934|0.30418915|0.29179388|0.23334324|0.24238127|0.58611584|0.52530742|0.41088235|0.60234064|0.46231505|0.25239933|0.27323607|0.19315298|0.38863891|0.27034634|0.17888013|0.33875328|0.30202657|0.20342909|0.18781859|0.21387231|0.32295537|0.24825081|0.29866791|0.55845046|0.49638379|0.36857688|0.28836507|0.43531287|0.42929345|0.23537374|0.45472211|0.66902429|0.27445763|0.27145201|0.4607951|0.21237999|0.1671374|0.22778665|0.3233988|0.19923159|0.37302577|0.1918577|0.42870492|0.27742797|0.23209998|0.29403579|0.32924139|0.17624378|0.13101155|0.29895419|0.21838546|0.32390574|0.20212665|0.24689394|0.26199293|0.21480592|0.18054453|0.29781193|0.20096773|0.20148456|0.21079296|0.32168406|0.1421334|0.3598271|0.50468665|0.33935115|0.36254385|0.3742896|0.36699021|0.26032633|0.31467018|0.13498364|0.14974561|0.25222722|0.26196691|0.33174899|0.22819743|0.17229934|0.18173024|0.47245723|0.14634196|0.50510126|0.26508531|0.18097818|0.16960995|0.28396213|0.1296235|0.14721727|0.16552079|0.24794272|0.19594297|0.39247543|0.35405123|0.17728794|0.14559862|0.21575794|0.30131337|0.19448158|0.1984131|0.18011105|0.15695429|0.16909423|0.29635113|0.20093846|0.17429587|0.19132224|0.27803367|0.2452786|0.22764283|0.16748658|0.29031235|0.20815957|0.28451979|0.21232575|0.22159298|0.18251079|0.33220702|0.14531738|0.32021838|0.55845046|0.15964477|0.25595683|0.4763115|0.28448471|0.17459908|0.24575913|0.21417382|0.36722422|0.13552102|0.1950608|0.16733719|0.4023996|0.34959126|0.3271915|0.56530392|0.31857491|0.24711509|0.31105924|0.29494667|0.34602588|0.24638569|0.16699058|0.25946259|0.23280777|0.30783939|0.56714177|0.19260517|0.42876172|0.26339346|0.18853191|0.1766448|0.27101398|0.34653866|0.22171012|0.16517612|0.15508083|0.16597557|0.32204658|0.15326096|0.1543773|0.32611758|0.46022499|0.37910154|0.45389521|0.25279206|0.57125008|0.36401528|0.34898132|0.44403383|0.22757766|0.30754215|0.13428311|0.3530516|0.44672915|0.49160248|0.19870806|0.22672719|0.26513684|0.39234793|0.20840402|0.24515985|0.18042192|0.13418542|0.14614375|0.14315701|0.55845046|0.28919053|0.18288215|0.42762658|0.21257079|0.29343882|0.4906027|0.34646362
Alemania|0.69808853|1.0|0.88006234|0.8660416|0.95275688|0.96355307|0.70670837|0.88896644|0.8652457|0.77812129|0.8588686|0.80136514|0.89949751|0.93635285|0.86042815|0.41812676|0.95856607|0.74547172|0.77867842|0.76347816|0.90481269|0.88487363|0.82606924|0.93439412|0.8657968|0.78233939|0.90716809|0.89460516|0.80229723|0.90645278|0.84582329|0.76448685|0.66720355|0.993047|0.86142862|0.93761325|0.93972355|0.72215736|0.99251425|0.85784703|0.90880078|0.86132395|0.89072859|0.98866582|1.0|0.97547698|0.86640632|0.87117016|0.99253559|0.93663734|0.86870825|0.73868084|0.84491915|0.88218361|0.71360099|0.86019748|0.78831255|0.85896528|0.91478479|0.96984845|0.78179771|0.93840659|0.94725901|0.79349607|0.87295008|0.92478204|0.81142241|0.64194834|0.90822589|0.72199845|0.83642477|0.94406533|0.95244265|0.79830134|0.96999812|0.88063848|1.0|0.88700008|0.98411274|0.98522842|0.90487432|0.97548187|0.65686649|0.85994989|0.81657839|0.73458087|0.98381948|0.9134047|1.0|0.81586611|0.84685826|0.75442106|0.87720549|0.76933968|0.92399061|0.92059457|0.69182789|0.93318719|0.78898728|0.97855377|0.82484776|0.94014621|0.88812703|0.93426061|0.94056189|0.93146098|0.98721731|0.65812379|0.89520085|0.73767042|0.86373854|0.90285993|0.98415262|0.93792367|0.87863207|0.95147109|0.70129025|0.84141892|0.7731359|0.68552232|0.94213712|0.95495558|0.89121008|1.0|0.94551849|0.94194925|0.97676015|0.88435757|0.88546854|0.79274851|0.92650843|0.86296475|0.95416355|0.84894395|0.83824635|0.9352349|0.91744435|0.80276537|0.82592738|0.88780189|0.86192304|0.96271241|1.0|0.8714335|0.87027007|0.83313006|0.83032459|0.95865792|0.85539675|0.94475722|1.0|0.98199284|0.90722597|0.77168429|0.81346416|0.69465208|0.80810946|0.82286406|0.94725901|0.90463185|0.93500984|0.86228251|0.86815912|0.9494586|0.88751316|1.0|0.78595984|0.85597277|0.84075475|1.0|0.76093471|0.88209069|0.90867877|0.91727757|0.95842409|0.91141868|0.87921202|0.85776269|0.87711596|0.90885282|1.0|0.81326628|0.88016748|0.80380207|0.80094701|0.82102454|0.80513263|0.82271922|0.89754081|0.90784514|0.89723492|0.67113739|0.92125666|0.87375331|0.99386394|0.72636324|0.9134925|0.78855836|0.85336238|0.97090507|1.0|0.94821221|0.93648964|0.95802361|1.0|0.97113705|0.98787457|0.95689297|0.78524888|0.94046915|0.96352577|0.96794862|0.97181702|0.96735215|0.91412365|0.45682013|0.82759404|0.73004448|0.9241401|0.87830997|0.70999068|0.82849789|0.85481846|0.95179385|0.94725901|0.87120765|0.77295232|0.9369694|0.76713216|0.92220986|0.59617811|0.88176209
Andorra|0.1296452|0.67962098|0.60500139|0.61650085|0.70217365|0.16005301|0.39218032|0.17626628|0.30487847|0.33836836|0.50769663|0.15774801|0.4123897|0.5011192|0.66837311|0.16892555|0.39050224|0.21171747|0.42382973|0.4756473|0.53272897|0.46259388|0.55877119|0.47525597|0.41703278|0.67747414|0.60276723|0.55580783|0.84321702|0.7475692|0.54342473|0.85260427|0.36751953|0.42252982|0.34865731|0.8564648|0.60132349|0.40252227|0.87527847|0.76150143|0.28314343|0.61727011|0.46708798|0.53134102|0.65776259|0.71926415|0.61705029|0.62735677|0.57337201|0.67716277|0.69146943|0.66460586|0.39053205|0.28647506|0.3866027|0.30481881|0.52843988|0.35425252|0.20693435|0.56957465|0.51481164|0.5325802|0.47442299|0.35217983|0.37611008|0.35419622|0.59481663|0.6571101|0.43074805|0.69667578|0.34380752|0.50412154|0.5464114|0.59481621|0.40397549|0.31511426|0.16052645|0.32625353|0.36010271|0.63757128|0.67547315|0.55663943|0.22517326|0.19192496|0.29969752|0.37335819|0.25228804|0.27390778|0.43276635|0.19723341|0.5711171|0.1609616|0.33139586|0.3216736|0.31524044|0.68502438|0.3926746|0.48661971|0.29847783|0.35639831|0.40792394|0.58070165|0.55743039|0.55670393|0.55271626|0.50407338|0.56494975|0.21640989|0.20485818|0.75592405|0.24728715|0.47641629|0.4957363|0.3421098|0.33460066|0.77268565|0.35678595|0.45722654|0.26525506|0.47418755|0.66611397|0.73506051|0.48979905|0.55926478|0.43644804|0.3361479|0.36303782|0.45080531|0.20018764|0.60341084|0.54807496|0.44964978|0.57379615|0.50915748|0.41692671|0.68154979|0.33069813|0.31397283|0.38675553|0.44393498|0.66341913|0.34934974|0.18169901|0.39307386|0.74203241|0.19152576|0.61291993|0.66565293|0.28645968|0.65078449|0.37046263|0.80637205|0.3880204|0.49268883|0.15061828|0.85371822|0.23299423|0.57949543|0.47442299|0.45146084|0.5625757|0.63034576|0.40099806|0.31340525|0.38731563|0.43405998|0.34870976|0.40052459|0.16176897|0.67954087|0.51671159|0.50945866|0.67787683|0.63636541|0.61383587|0.22754854|0.63343406|0.42420483|0.40725195|0.61569464|0.61531037|0.58543837|0.6569103|0.26713467|0.74530315|0.69765425|0.77168661|0.56299925|0.35603994|0.79465771|0.41452044|0.28018034|0.60099804|0.27399111|0.23520803|0.41066712|0.63055694|0.37309742|0.41148096|0.46894306|0.61560535|0.65217072|0.71416795|0.61119831|0.80413145|0.6071806|0.65468037|0.6782397|0.35265481|0.31129009|0.64243078|0.36214554|0.715985|0.76798409|0.75067329|0.28903413|0.21034175|0.27611345|0.51008588|0.19780606|0.44720188|0.44344658|0.57320905|0.35882509|0.47442299|0.70025516|0.60386187|0.62645787|0.47057232|0.72700769|0.67466354|0.71453303
Angola|0.46298835|0.36777887|0.26490659|0.22787839|0.39851627|0.55880469|0.40071827|0.3637802|0.33306837|0.41374627|0.19119273|0.40116915|0.11776323|0.52652198|0.29025453|0.32319465|0.25505278|0.2938638|0.40423906|0.29359269|0.3327418|0.46922666|0.092119843|0.29596388|0.29300719|0.53505623|0.64013278|0.25205952|0.36163265|0.23464234|0.18240501|0.38460037|0.42227995|0.27291706|0.41280061|0.35095972|0.10005563|0.19940676|0.19994462|0.28121531|0.26759136|0.36467522|0.19244692|0.15640911|0.19622578|0.28540432|0.14060752|0.29769039|0.53400093|0.42650303|0.32247967|0.50044984|0.34560961|0.36376345|0.32750243|0.3591072|0.33845782|0.33325875|0.43137586|0.33818111|0.27183568|0.30602026|0.14030291|0.28980124|0.30781829|0.26979038|0.30683109|0.24954121|0.22074382|0.27698517|0.23868996|0.2860477|0.27937746|0.18611068|0.27311653|0.42380399|0.49956214|0.39265531|0.4181506|0.21773094|0.34976453|0.31024611|0.30763587|0.41579348|0.21058878|0.35983995|0.28713736|0.33919677|0.34747005|0.29259911|0.22853929|0.36997044|0.32585955|0.24317789|0.17387176|0.26575139|0.33315098|0.31766361|0.38608161|0.42984128|0.40126428|0.22792618|0.33119202|0.27820233|0.41301668|0.16170499|0.22192001|0.35804075|0.35915923|0.26523501|0.34033245|0.40389097|0.17051688|0.50954521|0.23627993|0.31662893|0.26042622|0.29954126|0.32444221|0.21762192|0.29762048|0.30221421|0.40121853|0.26389134|0.34805948|0.46344751|0.22614357|0.17754593|0.33029562|0.20721737|0.21063644|0.14751799|0.39517355|0.30804586|0.2757296|0.34738979|0.3475118|0.42960888|0.46308449|0.43334734|0.30626673|0.24089435|0.26120156|0.54265523|0.41906166|0.46285784|0.39484864|0.30190831|0.44648588|0.23003343|0.26758686|0.53256893|0.39265448|0.35601845|0.12516068|0.30242351|0.31244162|0.3388145|0.14030291|0.44843447|0.4074021|0.42409766|0.22322977|0.29477984|0.41491675|0.5475446|0.33629388|0.39773929|0.4608936|0.36609268|0.2897442|0.29869634|0.11099944|0.36947656|0.30621523|0.38508368|0.44404206|0.39600718|0.29855135|0.059765298|0.46937725|0.27341124|0.37307689|0.60126841|0.2781032|0.42612332|0.36248487|0.36344364|0.37581959|0.26052719|0.31665516|0.25569487|0.24085379|0.36453471|0.23008372|0.43781739|0.25887871|0.50506783|0.37789077|0.25075781|0.26808354|0.37560713|0.25266463|0.22740601|0.51342607|0.25204509|0.30951911|0.24202085|0.4862017|0.28147459|0.29955387|0.40438539|0.23846433|0.3194797|0.44397634|0.60228181|0.46673584|0.22426862|0.34112668|0.35365844|0.32655054|0.46312869|0.7349962|0.18060842|0.14030291|0.19378421|0.48348141|0.32835972|0.57108855|0.28882992|0.53253669|0.35532349
Anguila|0.11789705|0.089374758|0.29123825|0.2399286|0.10519114|0.074006736|0.1206176|0.16166401|0.1593487|0.12426801|0.2527478|0.1244024|0.16676544|0.19086625|0.088156141|0.21953213|0.13167225|0.10482952|0.16898862|0.28951061|0.16176337|0.25020248|0.15129009|0.21963996|0.14342935|0.13484426|0.13802825|0.22970882|0.1356149|0.27698153|0.32128653|0.19696161|0.10203472|0.20224686|0.19105421|0.29624939|0.36180454|0.090319917|0.14386602|0.25652319|0.19338536|0.20243803|0.17068762|0.11142847|0.10472992|0.085149243|0.27174127|0.2149488|0.2946468|0.29332781|0.19602506|0.29592133|0.19588305|0.10162119|0.17640862|0.079739183|0.30387783|0.1063609|0.10452225|0.21672249|0.1858263|0.10645026|0.42458269|0.1134293|0.11493796|0.18222266|0.12771399|0.075039782|0.25805211|0.19371654|0.15603846|0.21947512|0.10457545|0.099891759|0.11494248|0.24142651|0.12356682|0.42093259|0.070001617|0.21390699|0.21556099|0.23762822|0.19480196|0.17365788|0.16956066|0.16011238|0.12910238|0.18791002|0.15485099|0.1074381|0.090799168|0.14261323|0.10175705|0.081922807|0.083328143|0.10723273|0.28949443|0.14843407|0.16254652|0.17591909|0.13775247|0.37675756|0.24381918|0.18559217|0.3803857|0.10791938|0.1140957|0.1425942|0.15843859|0.11228725|0.21675591|0.082569256|0.22282413|0.11075447|0.089243419|0.10836633|0.18303499|0.1339218|0.10437204|0.091672413|0.19204006|0.13842049|0.106534|0.10155667|0.082401335|0.19957165|0.10216335|0.18881817|0.18129803|0.15828684|0.21839333|0.32268715|0.1094252|0.080489382|0.21886767|0.2227152|0.15089896|0.17929977|0.19073582|0.13071746|0.19329634|0.12109899|0.1463902|0.11036864|0.091056116|0.10484611|0.30178228|0.31797895|0.16472505|0.16903728|0.14222229|0.1458451|0.13569848|0.089002877|0.36540055|0.17873368|0.079368353|0.20617977|0.42458269|0.25137687|0.11113547|0.17232728|0.14998156|0.077642158|0.11828136|0.11377099|0.1055327|0.10821123|0.14315155|0.081907213|0.075390436|0.22696871|0.25058919|0.23074265|0.3631264|0.10508645|0.26527977|0.23806311|0.089415669|0.27408084|0.148779|0.098209061|0.30160621|0.23638323|0.23266144|0.18316744|0.18912457|0.11568052|0.12634413|0.14719173|0.12743267|0.37752366|0.2017678|0.093264036|0.10444467|0.16220433|0.22443248|0.13782674|0.16740768|0.20531124|0.10911147|0.085480787|0.081970409|0.27897495|0.10773475|0.21050611|0.15195706|0.14256319|0.21306813|0.094023146|0.17497715|0.39656132|0.093634307|0.12086568|0.14604774|0.31315818|0.18978834|0.094754308|0.10627797|0.17706271|0.095182076|0.12946656|0.096664026|0.10169838|0.42458269|0.1803081|0.29806793|0.3840684|0.15875176|0.18848771|0.13842638|0.16182765
Antigua y Barbuda|0.23778105|0.29207355|0.6895082|0.42015159|0.443652|0.26650378|0.30291182|0.31928161|0.34724903|0.4325273|0.59052312|0.14470974|0.47815269|0.35073593|0.42052257|0.54790038|0.51485032|0.35845041|0.15430382|0.21256603|0.42135409|0.25703633|0.50497353|0.18304169|0.34092328|0.33937928|0.55392987|0.51754504|0.60430366|0.44270799|0.71145672|0.52557653|0.40329236|0.70294237|0.60237759|0.73376185|0.77734482|0.60857069|0.54129744|0.55848294|0.30983123|0.28743488|0.42382562|0.48413986|0.44770747|0.35435909|0.6106782|0.53062069|0.74904621|0.62292743|0.64923406|0.61737466|0.22473305|0.37807566|0.40277839|0.34959325|0.53949785|0.3736515|0.39112848|0.47724518|0.5781287|0.62600577|0.40770125|0.29512063|0.46675116|0.39197201|0.47837216|0.43573314|0.48934513|0.45076936|0.43275222|0.42808944|0.79137051|0.53355229|0.54423618|0.76976275|0.13549018|0.22839786|0.27446717|0.42617267|0.72294164|0.49921852|0.25660783|0.77184629|0.33108032|0.50607562|0.29838151|0.67660129|0.34393787|0.22835471|0.45799595|0.35245275|0.61333203|0.3036131|0.55726308|0.55325532|0.5013268|0.5002023|0.28522176|0.18931536|0.33130661|0.7097261|0.57737315|0.45562714|0.54609793|0.58651698|0.57919347|0.40783638|0.15011242|0.30081341|0.41870052|0.39363188|0.5383696|0.5432924|0.29004914|0.52540219|0.62967527|0.42376119|0.31325668|0.28046015|0.44224763|0.51926517|0.70149779|0.62689781|0.40774786|0.35472015|0.35026914|0.35988307|0.44921184|0.54242378|0.65939748|0.66381586|0.33957916|0.58349508|0.44890004|0.48142695|0.37662873|0.33716315|0.3383486|0.28730673|0.62437701|0.35662806|0.31372875|0.31683195|0.32914561|0.5293172|0.60191357|0.6307596|0.41698182|0.55988097|0.42708677|0.30448842|0.43187734|0.3011151|0.56040537|0.53482795|0.14807373|0.50645506|0.40770125|0.52931559|0.36702007|0.66267204|0.45120442|0.56595743|0.29667825|0.25030914|0.19341657|0.4643288|0.38582894|0.28797054|0.31482434|0.33674437|0.43937773|0.81134069|0.66642553|0.16943446|0.41829085|0.6806953|0.40340525|0.35807961|0.7219528|0.62487507|0.64771032|0.22113246|0.50371891|0.6457752|0.50322676|0.53980505|0.32927164|0.46504897|0.30723|0.45942754|0.56472999|0.28516984|0.22359045|0.5028404|0.58276236|0.59130114|0.43073434|0.4841451|0.31513885|0.48855352|0.27756375|0.60551757|0.37948078|0.56673038|0.43591809|0.33507895|0.57393587|0.26549143|0.31032652|0.4717657|0.33262718|0.44961154|0.56125212|0.16120683|0.18143111|0.28333828|0.33155233|0.16596591|0.099124655|0.58736873|0.54782617|0.3553035|0.40770125|0.2997613|0.56029069|0.65518749|0.31517678|0.44690853|0.57822609|0.38533509
Arabia Saudita|0.68039668|0.74135995|0.79413998|0.82852584|0.81121945|0.91380823|0.92009753|0.89893246|0.75699121|0.87896568|0.91251093|0.68787491|0.79848254|0.75417221|0.80848038|0.68705177|0.89062369|0.79635894|0.86464918|0.70270443|0.95803463|1.0|0.6580227|0.38972074|0.6926437|0.30114651|0.83802569|0.81542444|0.97376227|0.73958325|0.79080689|0.91524774|0.53852218|0.57912034|0.98135275|0.46325448|0.76371276|0.69391227|0.64157534|0.91926605|0.74307811|0.69790852|0.61338186|0.78596747|0.74920064|0.74862081|0.59206933|0.7306627|0.92037416|0.86119998|0.85932535|0.26837534|0.87050605|0.87703204|0.59953058|0.70648795|0.79338479|0.80822742|0.93649733|0.83636916|0.92362547|0.79492378|0.80655968|0.59972191|0.83653063|0.91083139|0.91655052|0.81476736|0.93199742|0.92095989|0.52289325|0.76686537|0.82261026|0.86594307|0.92522812|0.85111153|0.62741697|0.69500136|0.88057435|0.7173273|0.81787556|0.84906054|0.70120311|0.76324993|0.60426939|0.70495182|0.72984463|0.89338779|0.6933701|0.71047604|0.62704563|0.85789108|0.64137536|0.64139801|0.97068131|0.76952839|0.82464468|0.80283731|0.54570568|0.58878577|0.73822117|0.69398409|0.80982172|0.821935|0.80660486|0.90555841|0.89150774|0.56308943|0.76872486|0.76920629|0.7077105|0.85679084|1.0|0.81212592|0.62800509|0.90008616|0.72110581|0.82193202|0.62358642|0.66928506|0.72531235|0.8456527|0.92858422|0.84171486|0.84799284|0.79822898|0.83780634|0.78717637|0.79991102|0.74722379|0.79289007|0.87054336|0.75497091|0.94238007|0.7130385|0.79453933|0.89725256|0.7238003|0.8535409|0.79424012|0.8326844|0.78086162|0.9492743|0.85829139|0.69507915|0.81857789|0.86977315|0.77917624|0.91445088|0.88092619|0.75642061|0.71000123|0.77082372|0.78399014|0.59216714|0.68041623|0.76322317|0.72252619|0.80655968|0.84235489|0.79813987|0.88113117|0.66171813|1.0|0.80015689|0.8812601|0.87894619|0.83634698|0.64677775|0.74256885|0.77049279|0.8622787|0.789958|0.58091569|0.75060886|0.65886521|0.89469671|0.83781826|0.71135926|1.0|0.8841114|0.98382866|0.57450402|0.47977245|0.98101997|0.76071483|0.96529853|0.90568626|0.83805788|0.70580411|0.83710235|0.81060541|0.7576735|0.71784186|0.67864931|0.73370069|0.92771816|0.68212414|0.73201323|0.97901636|0.76361495|0.76093221|0.79936552|0.76985431|0.83934546|0.90867931|0.77536279|0.82106894|0.82707071|0.87803239|0.94270194|0.58571315|0.71890163|0.75374937|0.59294689|0.39738107|0.77083898|0.78405946|0.76199943|0.87440753|0.72868133|0.82051301|0.84099728|0.78370261|0.80655968|0.46955481|0.88826925|0.70030975|0.685853|0.86119246|0.50693667|0.79082131
