Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Curazao|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Panamá|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Cables y redes|0.43130577|0.15558425|0.1349719|0.21313556|0.15879998|0.076939836|0.072908498|0.25765151|0.50812846|0.44252926|0.560866|0.24344914|0.1688022|0.30382931|0.2730509|0.050785918|0.27611965|0.57910705|0.24971679|0.092179038|0.50881368|0.11602837|0.506607|0.19754702|0.36470145|0.13578685|0.16225293|0.28505519|0.38005513|0.47566694|0.58132493|0.1099378|0.40175122|0.41114384|0.51229197|0.43170792|0.19157666|0.5527342|0.12967031|0.23089343|0.33373928|0.063106336|0.25390503|0.24118996|0.15955731|0.43656507|0.37189043|0.14631191|0.066746697|0.33772328|0.27561507|0.046992593|0.24090083|0.17649741|0.23144174|1.0|0.38589722|0.3434203|0.19410671|0.12889515|0.37031135|0.58382291|0.44318217|0.35437605|0.23983063|0.21414988|0.45291823|0.53745043|0.26462287|0.45927653|0.52026671|0.22867098|0.30711779|1.0|0.25268966|0.49254611|0.47459701|0.23923504|0.23547526|0.20018885|0.35383338|0.32794756|0.39987734|0.24972805|0.29705334|0.60881925|0.34493095|0.26213455|0.24592072|0.23930883|0.22880533|0.20772582|0.27009279|0.29861194|0.47806954|0.32334131|0.28387317|0.43187925|0.43486676|0.34934103|0.48266226|0.2737675|0.33723715|0.43247274|0.24751887|0.29572999|0.45953724|0.28670579|0.36255831|0.37247476|0.48963356|0.47178555|0.35434589|0.44963187|0.31839627|0.30865458|0.24786229|0.45318821|0.25864175|0.37009737|0.45162135|0.29829249|0.28990978|0.43560836|0.30085281|0.37286368|0.56476408|0.30174294|0.49521184|0.54757112|0.27500361|0.065199226|0.17443679|0.2077222|0.21740827|0.3178241|0.29802954|0.2755169|0.20267679|0.45016348|0.34640837|0.40241349|0.26407573|0.40441948|0.31272984|0.2946161|0.35783237|0.48963475|0.51532382|0.25127044|0.49424559|0.21395198|0.16860792|0.53329867|0.30467516|0.31029058|0.54004687|0.31640202|0.2714479|0.19122714|0.29415071|0.24021289|0.51706266|0.15443504|0.47152635|1.0|0.13531408|0.097229004|0.35201031|0.33575028|0.83069706|0.58425725|0.34943527|0.37917989|0.19603093|0.26537374|0.59765601|0.071860626|0.32448256|0.38084024|0.12725754|0.54148579|0.16776538
Cacao|0.4189041|0.064485282|0.78161532|0.073633365|0.16301754|0.25554603|0.27438986|0.37546754|0.34401572|0.59684014|0.42649776|0.17418796|0.2405486|0.42366281|0.20522365|0.15732442|0.20757771|0.2211197|0.23445642|0.19547576|0.35736477|0.32173857|0.52143306|0.0|0.40442729|0.18559238|0.49503466|0.59711659|0.54141617|0.54375559|0.59451002|0.17481571|0.81919098|0.55961871|0.36411929|0.12148921|0.61589199|0.18690725|0.44530237|0.33781737|0.50498825|0.15907736|0.64584434|0.55815983|0.57767487|0.49166518|0.53026962|0.2624259|0.21568373|0.49850363|0.51526618|0.0061305836|0.49901545|0.27795231|0.33412594|1.0|0.69888884|0.50277185|0.54924399|0.49509948|0.92086649|0.42949677|0.51889229|0.49719286|0.49539268|0.75962043|0.11292617|0.60959721|0.51570666|0.51760715|1.0|0.50034052|0.4522303|1.0|0.33276594|0.56252027|0.54317987|0.41095799|0.31765148|0.25142309|0.49702111|0.39147431|0.73448551|0.24972805|0.46144873|0.67779142|0.50454295|0.26213455|0.39152431|0.78419054|0.37769765|0.78004956|0.42584729|0.53583288|0.53610808|0.58592361|0.40905958|0.52877283|0.59012926|0.507967|0.5479387|0.54349279|0.48472923|0.61270231|0.4803316|0.29572999|0.56560689|0.73250496|0.57214797|0.55630559|0.55812669|0.5704335|0.53300291|0.56485635|0.73004174|0.4432891|0.4918358|0.60043883|0.62138724|0.52988839|0.3678574|0.88637304|0.3177|0.49907887|0.44137955|0.46160683|0.64134908|0.43682337|0.56694388|1.0|0.58899528|0.19930105|0.35411769|0.71818542|0.30066532|0.45872349|0.44270098|0.39452255|0.80263746|0.1205925|0.83618808|0.52165055|0.19045816|0.59728074|0.73847711|0.66312265|0.55326259|0.54851913|0.62953174|0.51351035|0.56080765|0.64376318|0.59604692|0.49376941|0.4924719|0.46750259|0.098571301|0.80352032|0.91394365|0.4184328|0.51812768|0.73410237|0.56989479|0.66193515|0.53999537|1.0|0.27223811|0.49087656|0.35201031|0.48757547|0.59214222|0.62279582|0.51178199|0.53123277|0.36973649|0.61211652|0.62958014|0.0085098967|0.4664306|0.54902786|0.12725754|0.53286535|0.63607335
Café verde|0.31590956|0.63688219|1.0|0.13780014|0.072411157|0.25554603|0.2623052|1.0|0.78468335|0.72272211|0.65616131|0.48318541|0.82450837|0.72512627|0.19990477|0.36513746|0.3259362|0.20251031|0.24753648|0.33609712|0.24900275|0.3884497|0.33760881|0.037190687|0.61954635|0.30539268|0.13790765|0.4776358|0.75653648|0.50305587|0.28227401|0.30592909|0.92940432|0.55961871|0.80175447|0.26135623|1.0|0.34357202|0.86121082|1.0|1.0|0.28371382|0.63439697|1.0|0.28053999|0.69299388|0.76066375|0.39646554|0.7523675|1.0|0.23680818|0.54085171|0.84630346|0.17164493|1.0|1.0|0.7277711|0.89788467|1.0|0.96520269|1.0|0.21740966|0.88706851|1.0|0.42154318|1.0|0.25577292|0.56750053|1.0|0.48470056|1.0|0.18700731|1.0|1.0|0.58698487|0.52087659|0.50152296|0.26713309|0.31765148|0.079191238|0.49702111|0.82230622|1.0|0.71284926|1.0|0.90632963|1.0|0.26213455|1.0|0.96551603|0.87246352|1.0|0.8732897|0.55163378|0.74008191|0.58984262|0.95447111|0.068234578|0.59012926|1.0|0.5091396|0.84945607|1.0|0.61270231|0.86040235|1.0|0.1543946|1.0|0.57214797|0.55630559|0.51803958|0.94063109|0.53300291|0.53171551|0.50923586|0.4432891|0.72304285|0.52407098|0.39589742|0.0|0.3678574|0.85455|0.23084176|0.46552414|1.0|1.0|0.59721965|0.94507587|0.52588761|1.0|0.58899528|0.38487554|0.35411769|0.89369744|0.42946362|0.8596552|0.97750878|0.80887759|1.0|0.26115099|0.83295852|0.58513731|0.51910627|0.43590897|1.0|0.8434068|0.38575232|0.51593542|0.60742629|0.37521324|0.52274251|1.0|0.82740897|0.26286972|0.46244818|1.0|0.41158804|1.0|0.88026166|0.22080405|0.81042993|1.0|0.35566723|0.66193515|0.49906531|1.0|0.27223811|0.52919984|0.35201031|1.0|0.25020829|0.86021161|0.88648582|0.42023358|0.94787157|0.56019771|0.43588179|0.071860626|1.0|0.0|0.12725754|0.39628175|0.48642403
Calcetería|0.24888872|0.59748125|0.40948963|0.42558569|0.13724308|0.090937659|0.2254563|0.09096051|0.25228575|0.19629276|0.24056908|0.25430232|0.43149823|0.33812034|0.34788752|0.22087476|0.19897057|0.29490888|0.21930797|0.2400851|0.073103756|0.25933248|0.28712961|0.35750473|0.56812263|0.21186222|0.38978636|0.137786|0.64053518|0.056802798|0.092057213|0.22486161|0.25957757|0.14407641|0.073622927|0.12148921|0.62606245|0.18690725|0.33534324|0.63362354|0.098085344|0.28945398|0.091991819|0.44432369|0.59748304|0.050873838|0.025851194|0.11755635|0.30026361|0.12498581|0.092515364|0.4324581|0.036773093|0.35626632|0.10244234|1.0|0.06000971|0.043339223|0.13870777|0.40390202|0.051878184|0.086787105|0.038943902|0.13041423|0.10047045|0.40685683|0.11292617|0.068373784|0.04054635|0.067726694|0.32765716|0.092422195|0.10005979|1.0|0.53299749|0.056171432|0.055739202|0.074015245|0.43324605|0.50867438|0.066089593|0.3191843|0.036414087|0.24972805|0.097739823|0.080672652|0.090985261|0.26213455|0.43999159|0.27395812|0.063350827|0.30859774|0.037731532|0.078669757|0.081557326|0.083523996|0.089284204|0.22071318|0.082126543|0.029609829|0.056384563|0.08898212|0.041659456|0.15838337|0.032707043|0.29572999|0.1543946|0.42599508|0.089162439|0.11163828|0.066779405|0.042502146|0.10290136|0.084660895|0.15517034|0.1092391|0.11002274|0.066869467|0.077636331|0.0|0.04538063|0.56704271|0.58505839|0.055439446|0.098651096|0.051507473|0.071838751|0.096125364|0.0314763|0.17101842|0.11647263|0.39904058|0.41817993|0.59220934|0.4036141|0.067848831|0.044786006|0.51713717|0.24360131|0.1205925|0.06223046|0.070543379|0.47816002|0.093363225|0.046682805|0.054540344|0.09566097|0.062664494|0.047180273|0.11864553|0.05739123|0.34028742|0.082796708|0.054391563|0.0345717|0.032094132|0.098571301|0.060545363|0.094306521|0.11530738|0.43475336|0.047542341|0.083012231|0.13972068|0.055138573|0.23450394|0.079914212|0.40752748|0.35201031|0.057184704|0.19142288|0.032091856|0.096898369|0.052713171|0.60726023|0.10626309|0.29293177|0.41172564|0.03649167|0.095674485|0.40613165|0.074965715|0.10008019
Calzado|0.71445823|0.69497013|0.23145996|0.66394639|0.5824914|0.71495855|0.58709782|0.18747|0.58590841|0.64462757|0.69218576|0.70403576|0.56597841|0.6923002|0.66467059|0.65124065|0.56159502|0.64123952|0.49708974|0.78709531|0.68650913|0.6283567|0.74289441|0.75165451|0.79834735|0.63942838|0.60487533|0.79578179|0.14551055|0.32042962|0.16645238|0.59928358|0.72174931|0.1391681|0.0033118408|0.22773969|0.47867835|0.32245576|0.71396548|0.14320596|0.22951797|0.61274338|0.40402043|0.13217622|0.83488518|0.2997939|0.097160086|0.78294349|0.53440213|0.18820187|0.74177086|0.59068382|0.14279981|0.66577613|0.70723981|1.0|0.17045543|0.15099443|0.37966907|0.56683767|0.27168006|0.034880556|0.54417133|0.15902096|0.23011522|0.45563126|0.23412894|0.37249559|0.15324362|0.32339001|0.53386736|0.69480026|0.56198317|1.0|0.30669099|0.33005941|0.32374865|0.48160231|0.43835869|0.65071511|0.13523576|0.073094159|0.0|0.24972805|0.21601909|0.19781539|0.2462002|0.68462855|0.47333655|0.57805312|0.60862148|0.37992263|0.23626232|0.19671884|0.092351481|0.20517653|0.19311941|0.18184704|0.18754447|0.67628986|0.32329971|0.19150117|0.14972517|0.3179239|0.61009282|0.29572999|0.2928468|0.15265594|0.23500636|0.25855574|0.33780527|0.12310234|0.24272214|0.35410291|0.32283109|0.075062513|0.23665366|0.22818516|0.29961708|0.14256902|0.13059725|0.43167451|0.54209912|0.30142218|0.57805324|0.13079213|0.38319242|0.20300815|0.099752516|0.55394053|0.21205111|0.73743117|0.29989961|0.43399459|0.63886809|0.15999541|0.054267492|0.18936783|0.67932856|0.23056903|0.20380512|0.1742772|0.58967978|0.20276129|0.11094131|0.13744672|0.68836337|0.33853701|0.10042962|0.25745317|0.3441231|0.30669025|0.19730392|0.16443384|0.21466354|0.15963382|0.25346509|0.22696066|0.67527467|0.50653237|0.11348585|0.16858783|0.17196098|0.30829942|0.31768304|1.0|0.033575803|0.40282235|0.35201031|0.16552801|0.37512314|0.029236864|0.10716393|0.19675706|0.90578586|0.24367628|0.48049635|0.49349439|0.02452961|0.2222299|0.43592089|0.13449287|0.24664515
Camarones, crustáceos, langostinos y moluscos|0.29883903|0.509633|0.14968099|0.60512662|0.30495206|0.65141141|0.16285504|0.2065447|0.32106125|0.38093293|0.23782316|0.49827683|0.62514901|0.39718765|0.3597917|0.53179222|0.64976478|0.14601174|0.4432157|0.23638839|0.42808652|0.68226922|0.5042243|0.28217828|0.35657215|0.38520074|0.37537229|0.29933065|0.30162868|0.13174334|0.22389348|0.24139661|0.63710564|0.14648308|0.23844756|0.12148921|0.38094175|0.18690725|0.35298657|0.33214015|0.2561726|0.35318777|0.077441543|0.71914035|0.12323447|0.12254325|0.29584515|0.16308555|0.071200736|0.27782679|0.16602187|0.31370252|0.2437564|0.1385179|0.1977275|1.0|0.30458787|0.27905294|0.67928565|0.52355397|0.30191702|0.35870302|0.15746523|0.28332099|0.23502436|0.80626142|0.11292617|0.16181561|0.27747598|0.1351769|0.54516214|0.016176347|0.25042176|0.0|0.59570122|0.13204893|0.12795463|0.099561282|0.24576911|0.55620694|0.27904615|0.15613049|0.24830337|0.24972805|0.2371878|0.45713365|0.28354093|0.26213455|0.18940154|0.7445147|0.089825578|0.69947743|0.22832346|0.24672571|0.25594756|0.23466231|0.23428035|0.36036241|0.33823377|0.2684921|0.13176864|0.34498501|0.27758971|0.34749869|0.24203271|0.29572999|0.1543946|0.22491524|0.26154462|0.28970486|0.144372|0.31503153|0.27734324|0.029992677|0.30148518|0.35248739|0.26604885|0.21216846|0.049069509|0.11130511|0.21972321|0.13218738|0.1471982|0.12908991|0.15397801|0.20234522|0.16216402|0.23527712|0.27458051|0.57877052|0.25358838|0.043392904|0.18301857|0.15552768|0.20745909|0.25388387|0.62341094|0.22299576|0.3689813|0.1205925|0.29044586|0.070543379|0.074111611|0.2563265|0.26101065|0.16129819|0.13162261|0.14043589|0.36817092|0.262678|0.1352132|0.22708946|0.12420918|0.1232639|0.28864539|0.23889911|0.098571301|0.25453013|0.21587062|0.035597369|0.7221325|0.63312232|0.22880563|0.13300893|0.12829646|1.0|0.52284455|0.070491858|0.35201031|0.21903092|0.62100524|0.23817232|0.3290363|0.23727469|0.15355314|0.27531025|0.4741976|0.43022269|0.5621857|0.0|0.34374028|0.11563861|0.13265206
Camisas|0.41326034|0.77655119|0.4838731|0.51601541|0.42655101|0.41453522|0.58487308|0.61522859|0.29311246|0.62637061|0.66666049|0.76202041|0.56264478|0.67296445|0.58391786|0.66418988|0.53332245|0.3268809|0.55526739|0.62629849|0.39023891|0.71264285|0.48821214|0.54924452|0.60435808|0.49453849|0.70143425|0.86004084|0.72966003|0.19124037|0.35861242|0.79572988|0.78813195|0.11375841|0.6687364|0.0046481928|0.67285049|0.18690725|0.66739607|0.42133462|0.39101577|0.54147935|0.2667402|0.57700443|0.84197319|0.17611957|0.31221685|0.53322864|0.67141289|0.37641889|0.59750819|0.77047646|0.55587053|0.71497577|0.69621241|1.0|0.35677588|0.39598358|0.59329635|0.69012415|0.42219511|0.010021413|0.16742334|0.67333776|0.37270427|0.77207768|0.0024221058|0.22300854|0.28522626|0.079194874|0.74259585|0.59706354|0.67953247|1.0|0.68552375|0.19476414|0.18624648|0.6017794|0.56011564|0.76370502|0.64960432|0.56720859|0.58908415|0.24972805|0.36135304|0.13282408|0.38692817|0.62914604|0.57063156|0.69577837|0.67237771|0.7188012|0.2563912|0.35606816|0.17860307|0.36007553|0.64913243|0.2944459|0.085465863|0.40814465|0.18934047|0.3179059|0.29201898|0.49887919|0.65681195|0.29572999|0.011029704|0.5375818|0.6864242|0.43400759|0.19897972|0.068923533|0.65548015|0.077579282|0.49895507|0.20640031|0.39038688|0.26996183|0.24565388|0.0|0.7111944|0.78441513|0.62145913|0.18175749|0.54074347|0.51796764|0.22761886|0.34562033|0.2126499|0.75759935|0.36959884|0.84730017|0.6652621|0.71538901|0.68095505|0.6259197|0.48931479|0.60347909|0.71740687|0.1205925|0.63394892|0.070543379|0.58218938|0.38690248|0.24952245|0.69407898|0.62288213|0.19732757|0.14449048|0.76413143|0.19645484|0.62028229|0.14514324|0.19563772|0.27401212|0.53063548|0.098571301|0.61669821|0.52964967|0.546718|0.60272765|0.62519038|0.37215811|0.44294393|0.1880343|0.35092011|0.2106159|0.68655896|0.35201031|0.47656804|0.38723749|0.0|0.67458779|0.27928817|0.66566283|0.39574438|0.67766619|0.500049|0.59730196|0.28716534|0.49323884|0.31995595|0.2852079
Carnes y despojos comestibles (avícola)|0.74781889|0.59202433|0.070956394|0.66034448|0.70954812|0.87479734|0.75789779|0.10308142|0.043124247|0.21810432|0.65872216|0.62959224|0.09942469|0.23232377|0.5600428|0.73551154|0.70005047|0.07565932|0.43688667|0.31278056|0.68870664|0.71783733|0.4848603|0.39854848|0.32563797|0.48809934|0.21704823|0.16245949|0.14049545|0.0|0.078335144|0.59229207|0.35667956|0.094795033|0.20357877|0.33626318|0.061206579|0.53582513|0.055092942|0.17376831|0.095469505|1.0|0.054172158|0.099691004|0.058945451|0.0|0.11434374|0.094115868|0.13933522|0.12238221|0.11092934|0.046992593|0.13685575|0.055170756|0.42681205|1.0|0.1302347|0.11293332|0.08201769|0.039842725|0.12563612|0.086787105|0.055467956|0.12792666|0.1162536|0.083981037|0.44270515|0.0|0.13550982|0.0|0.35583121|0.050113298|0.09751676|1.0|0.054213427|0.0|0.0|0.041072838|0.030993534|0.046580777|0.11325797|0.12339967|0.20801291|0.24972805|0.095198609|0.10511631|0.035301983|0.26213455|0.066001356|0.096125931|0.036276203|0.10504258|0.12559785|0.075573877|0.10125626|0.053560548|0.10457494|0.29966331|0.13629492|0.094976291|0.0|0.17056599|0.1126606|0.1555901|0.12088306|0.29572999|0.1543946|0.11365254|0.10940826|0.10887398|0.0|0.073619708|0.12053776|0.017868994|0.17693046|0.080007032|0.12671742|0.072581805|0.14201771|0.0|0.16782194|0.10156654|0.045340646|0.0|0.09038464|0.092596933|0.0|0.10904537|0.14711387|0.39571929|0.10831539|0.058282956|0.11270264|0.08255893|0.01625303|0.12287414|0.11599544|0.0968941|0.076808378|0.50927883|0.14130905|0.29508924|0.036595415|0.10071289|0.10719649|0.042141005|0.19483045|0.0|0.11500401|0.12779121|0.0|0.13728698|0.17386091|0.062490545|0.15812103|0.10548131|0.098571301|0.12145831|0.091603808|0.071741447|0.16982099|0.15259945|0.085960209|0.16934302|0.0|1.0|0.45992577|0.10446105|0.35201031|0.11897346|0.35781679|0.18944466|0.11940432|0.085258558|0.12205074|0.13477549|0.28630251|0.21515152|0.57927656|0.12499414|0.37073517|0.081029445|0.11302783
Carnes y despojos comestibles (bovino)|0.83036149|0.40063784|0.11085062|0.70958686|0.83418363|0.88706851|0.71521372|0.89585894|0.63304389|0.61714149|0.76559693|0.86582685|0.52028799|0.48957971|0.80915856|0.8085804|0.79942095|0.69041717|0.72523689|0.45727789|0.20104417|0.8790918|0.6297375|0.075517982|0.83391267|0.59702063|0.64765418|0.59711659|0.23136836|0.0|0.28227401|0.78149784|0.45710504|0.3465395|0.36411929|0.40416718|0.21633986|0.52117014|0.90692425|0.57728624|0.19181614|0.87255251|0.67374051|0.58175707|0.1875319|0.74195695|0.21797708|0.29182121|0.89379287|0.21170786|0.48791677|0.16601999|0.81814152|0.16437696|0.95773113|1.0|0.22881848|0.21045069|0.11451861|0.094473734|0.22409745|0.086787105|0.45851451|0.21864097|0.40824512|0.12716134|0.93514127|0.0|0.72082227|0.0|1.0|0.26002243|0.18409213|1.0|0.13351014|0.0|0.0|0.24170735|0.31765148|0.17998438|0.20664075|0.39147431|0.52088988|0.70806634|0.18169199|0.50631654|0.16834351|0.26213455|0.30344883|0.14754406|0.19480968|0.2931934|0.93579984|0.36616579|0.36752424|0.39211982|0.69666511|0.66226721|0.34063789|0.18999109|0.82828408|1.0|0.20947883|0.26659495|1.0|0.29572999|0.1543946|0.45754334|0.57214797|0.81019139|0.0|0.057848513|0.53300291|1.0|0.73004174|0.24848312|0.21422544|0.283039|0.52915788|0.0|1.0|0.24152696|0.14305212|0.0|0.30862051|0.46160683|0.0|0.52080607|0.56694388|1.0|0.41059828|0.18757775|0.23535661|0.12717924|0.3034898|0.20400748|0.20105036|0.87487018|0.46879253|0.42157233|0.22820608|0.89410543|0.0080758296|0.43590897|0.18568377|1.0|0.55326259|0.0|0.064527035|0.51351035|0.79803228|0.42545223|0.51279837|0.26286972|0.46244818|0.32603186|0.098571301|0.19702266|0.20049064|0.31058344|0.32600167|0.41031635|0.35566723|0.53344798|0.0|1.0|0.60054654|0.31523749|0.35201031|0.74563241|0.784657|0.29592082|0.29506832|0.35465527|0.25962782|0.58481884|0.43588179|0.071860626|0.91918147|0.34438968|0.48371765|0.19938971|0.42504376
Carnes y despojos comestibles (otros)|0.56055772|0.055390902|0.23414001|0.2064451|0.19437432|0.67719078|0.22277814|0.27848145|0.07487455|0.121519|0.33389264|0.42808175|0.42007422|0.40282696|0.44795915|0.65943265|0.72229457|0.38307089|0.69242883|0.2787118|0.22578278|0.65790713|0.344825|0.0|0.21788405|0.33961827|0.45112768|0.46379143|0.42784321|0.033645846|0.23017593|0.27819842|0.50887203|0.29795474|0.33014092|0.38636726|0.22401553|0.49159408|0.18768281|0.2107729|0.38681552|0.82512808|0.15718174|0.28404233|0.19801435|0.027123462|0.41885042|0.2178634|0.68034011|0.37116677|0.3310917|0.046992593|0.32894352|0.20183936|0.26122856|1.0|0.43052536|0.39085099|0.20997271|0.16179402|0.41916093|0.086787105|0.41408551|0.40281677|0.38279724|0.24613865|0.4063057|0.040502593|0.38051373|0.040758163|0.75683963|0.081246704|0.34908989|1.0|0.26169994|0.030429337|0.031771857|0.15699673|0.26436871|0.22674939|0.39794502|0.33303061|0.45147043|0.24972805|0.35515434|0.61523807|0.24378167|0.26213455|0.21936829|0.27851686|0.22291681|0.28586525|0.38373002|0.3285884|0.31554806|0.35768628|0.33382547|0.60464579|0.28724784|0.39754051|0.030814908|0.52344078|0.38218278|0.49429524|0.35809222|0.29572999|0.1543946|0.34444481|0.42267454|0.42841795|0.040163271|0.084452718|0.41107419|0.04333825|0.51605082|0.34974492|0.22956219|0.098129332|0.40106195|0.0|0.3232398|0.2472049|0.1850529|0.030776639|0.23336105|0.41571969|0.040105566|0.35088384|0.50485897|0.76776934|0.34809804|0.17921336|0.26461306|0.23617405|0.088748544|0.35161689|0.33472261|0.321861|0.23284847|0.40051794|0.38313133|0.26361197|0.091957964|0.3687585|0.34307495|0.26358274|0.34672984|0.035961721|0.094794646|0.4043425|0.032809306|0.31630117|0.45916215|0.20295539|0.4190841|0.25491416|0.098571301|0.35712254|0.25644612|0.15393084|0.34341568|0.34803644|0.29684457|0.46381792|0.031792007|1.0|0.57911283|0.25068006|0.35201031|0.068249911|0.73160708|0.27431747|0.29758|0.31987473|0.28743982|0.42286634|0.40514654|0.071860626|0.93791527|0.22484754|0.47995391|0.29083157|0.41671008
Carnes y despojos comestibles (porcino)|0.60481179|0.55788231|0.21686307|0.68449068|0.69005644|0.84868932|0.66448468|0.0|0.26141065|0.63922733|0.7352097|0.75274098|0.71003723|0.65592492|0.49353197|0.77567935|0.22175711|0.13370375|0.51646119|0.31859306|0.11042491|0.74085796|0.67665207|0.2686736|0.72319412|0.61894476|0.28051484|0.59711659|0.39576933|0.0|0.28227401|0.60921043|0.63216519|0.3465395|0.36411929|0.40416718|0.19413212|0.48878309|0.20221123|0.2866689|0.35599786|0.66545606|0.0|0.30985355|0.10076787|0.55714285|0.39214855|0.66693199|0.4123145|0.21887641|0.35076138|0.046992593|0.37980351|0.10852604|0.016386736|1.0|0.40453202|0.36077723|0.1207296|0.12563506|0.38678631|0.086787105|0.17754154|0.36699164|0.39597094|0.2242834|0.43161008|0.0|0.43621916|0.0|1.0|0.20945576|0.32336578|1.0|0.12395416|0.0|0.0|0.22566903|0.16811888|0.17615801|0.36947417|0.39147431|0.52088988|0.24972805|0.32298419|0.68394494|0.085279256|0.26213455|0.24129027|0.26270723|0.18781854|0.26356629|0.47862452|0.38394547|0.36752424|0.38971424|0.0|0.66226721|0.47885934|0.36488324|0.0|0.0|0.35019749|0.45731819|0.42917937|0.29572999|0.1543946|0.404385|0.38859323|0.39169279|0.0|0.32816124|0.53300291|0.0|0.73004174|0.27641767|0.4918358|0.50402355|0.62138724|0.15436129|0.3678574|0.31769907|0.24803215|0.0|0.26896876|0.3691631|0.0|0.27935451|0.41482705|1.0|0.3843897|0.091112167|0.35411769|0.21664341|0.088748544|0.32784474|0.23929146|0.0|0.18715179|0.42157233|0.35737562|0.22968328|0.029031541|0.43590897|0.32369024|0.32871318|0.55326259|0.0|0.064527035|0.40683806|0.0|0.42545223|0.51279837|0.027515525|0.46244818|0.38722891|0.098571301|0.32938379|0.31102479|0.307069|0.36983109|0.39775515|0.35566723|0.55456394|0.0|1.0|0.60054654|0.25996584|0.35201031|0.036704447|0.784657|0.29592082|0.34689081|0.35465527|0.36973649|0.52059627|0.43588179|0.51604962|0.67177218|0.0|0.52014738|0.19938971|0.30165988
