Sector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Curazao|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Panamá|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Envases/Empaques|0.46489477|0.33884051|0.69091427|0.91996312|0.56023371|0.744398|0.66353327|0.33667397|0.37683871|0.53945148|1.0|0.77682441|0.42665669|0.42448801|0.47943151|0.51631206|0.60577798|0.30125144|1.0|0.73376429|0.86468655|0.68403125|0.34233969|0.35263509|0.51174682|0.4884854|0.44377369|0.52845418|0.340426|0.37138972|0.47850969|0.80640745|0.35064238|0.5087496|0.36004031|0.55016118|0.5294407|0.61163735|0.52776659|0.46119562|0.41270831|0.31206548|0.49281579|0.28571326|0.60248601|0.47308251|0.26082307|0.58467579|0.67889726|0.50853503|0.68744957|0.48682433|0.62119019|0.53945768|0.14317492|1.0|0.39394289|0.56407511|0.22255027|0.57753789|0.38865012|0.41976669|0.69569707|0.33999178|0.43384045|0.32817554|0.51968479|0.40017354|0.39697629|0.32525611|0.83736122|0.53404945|0.37528771|1.0|0.56827378|0.35107696|0.62884414|0.64442575|0.44425774|0.56318873|0.5497272|0.38986886|0.51916319|0.0|0.419348|0.36426377|0.40542185|0.19945595|0.585917|0.57740301|0.68963158|0.26027858|0.30214894|0.38149822|0.56060416|0.48452741|0.519467|0.37858778|0.50697815|0.31153807|0.3597765|0.0|0.32469404|0.40698943|0.36506248|0.31513464|0.36658007|0.47249168|0.4670347|0.36171398|0.38013017|0.29434732|0.45750371|0.42523092|0.58695447|0.092030004|0.4466002|0.48678669|0.8239814|0.35610273|0.50524133|0.41217774|0.55581367|0.49885982|0.24811397|0.69547975|0.43559605|0.25658658|0.52730638|0.86040413|0.4673236|0.68139863|0.57804418|0.34346679|0.40879941|0.39514875|0.17769858|0.42268047|0.3418563|0.56220484|0.61499202|0.51030391|0.53158194|0.53075808|0.43972453|0.34820709|0.3455987|0.0|0.3917796|0.31469074|0.44698027|0.35506892|0.30947837|0.45292521|0.38941801|0.35818896|0.58327079|0.42221412|0.4048695|0.32029927|0.44833207|0.68381965|0.43046445|0.4460426|0.56674659|0.34765393|1.0|0.33606365|0.75122213|0.30969733|0.71536446|0.80071211|0.23314923|0.56097549|0.39863795|0.79879701|0.50147587|0.87925911|0.50777191|0.33992794|0.42529219|0.095639765|0.42301533|0.57626313
Envases/empaques|0.03318188|0.038706973|0.037753031|0.4328047|0.0|0.044861943|0.22768015|0.0|0.0|0.17302927|0.58483392|0.099474482|0.030424278|0.022993203|0.0|0.0|0.0|0.0|0.27837113|0.1249772|0.58923656|0.0|0.0|0.2753613|0.034714323|0.0|0.13352281|0.0|0.0|0.0|0.0|0.044985287|0.035914823|0.024134051|0.027149405|0.073408283|0.084302619|0.079704411|0.12306602|0.07082101|0.0|0.025773978|0.0|0.0|0.11035809|0.0|0.0|0.11645207|0.099623419|0.12837414|0.18856314|0.24845618|0.083917074|0.12368271|0.0|1.0|0.032270834|0.0|0.027532633|0.078294158|0.0|0.045249794|0.23849699|0.025442468|0.0|0.038263962|0.090566628|0.0|0.0|0.02610825|0.1300045|0.0|0.0|1.0|0.1718981|0.0|0.0|0.18060225|0.11948305|0.11681978|0.0|0.0|0.040745411|0.0|0.0|0.034986056|0.0|0.19945595|0.11785871|0.095730126|0.32141566|0.0|0.0|0.0|0.0|0.0|0.0|0.05311653|0.029398914|0.0|0.0|0.0|0.028996579|0.0|0.0|0.31513464|0.051949751|0.12350497|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.14250544|0.10511832|0.0|0.0|0.078152984|0.0|0.0|0.0|0.15775801|0.0|0.14724818|0.16982239|0.036050141|0.26939818|0.0|0.0|0.0|0.050704714|0.0936426|0.12786564|0.031837609|0.16279453|0.0|0.0|0.0|0.0|0.0|0.035521366|0.0|0.023262044|0.0|0.0|0.0|0.0|0.0|0.10092342|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.23986018|0.30969733|0.080475554|0.17378859|0.052513991|0.0|0.0|0.19930936|0.0|0.060539208|0.25881538|0.0|0.0|0.0|0.0|0.0
Farmacéutico|0.085871741|0.47039562|0.27695471|0.4328047|0.35538566|0.21176103|0.16201617|0.38366234|0.433155|0.37150067|0.17468743|0.13004355|0.54522008|0.0|1.0|0.28557777|0.98690569|0.1969391|0.51758295|1.0|0.51426142|0.22276852|0.31229243|1.0|0.2708652|0.33755955|0.48511705|0.26601863|0.12084913|0.52523601|0.5445869|0.0|0.12381878|0.44974405|0.67056143|0.79003954|0.41798136|0.5509488|0.81166089|0.2191605|0.15864576|0.47586328|0.45943069|0.17527097|0.69898593|0.3722434|0.61772537|0.54538667|0.16702077|0.17257668|0.17022978|0.88018095|0.47726512|1.0|0.70847309|1.0|0.19542146|0.095792182|0.13573442|0.1166092|0.22682847|0.51763225|1.0|0.11015584|0.20645265|0.34350094|0.24510635|0.57808298|0.81093746|0.57488286|0.5454396|0.42063656|0.063959666|1.0|0.76669186|0.50228345|0.47896841|0.34016922|0.31340027|0.78638041|0.53084034|0.42540377|0.24938858|0.85488868|0.20071617|0.81486988|0.26599824|0.19945595|0.23197801|0.21026236|0.41119927|0.076150149|0.52249944|0.25173301|0.88025844|0.049365107|0.74943203|0.36504278|0.36060792|0.16654894|0.51396447|0.0|0.14666006|0.23194584|0.16139486|0.31513464|0.91882765|0.76925379|0.32939607|0.17442514|0.55846506|0.28039232|0.32166433|0.9361558|0.29231864|0.37845162|0.21068512|0.45791718|0.27666405|0.43272924|0.42460209|0.50628966|0.87308705|0.6713233|0.30404976|0.79190731|1.0|1.0|0.2291894|0.51319325|0.22092208|0.65110552|0.91361749|0.40219414|0.76871431|0.1029285|0.51324749|0.59660274|0.31855839|0.50162584|0.11523899|0.14729153|0.86676109|0.38783211|0.15669098|0.29255143|0.2563448|0.0|0.8888486|0.35945135|0.21837339|0.50649256|0.37620097|1.0|0.50093663|0.28980309|0.14847323|1.0|0.055088773|0.33555442|0.23563677|0.15999834|0.04390968|0.47561732|0.097516879|0.51407963|0.31388095|0.50427437|0.37658447|0.30969733|0.57554889|0.78237909|0.41148049|0.46982336|0.6501317|0.95385063|0.27858183|0.77535087|0.69503534|0.45440692|1.0|0.28682795|0.5038197|0.11436899
Flores y plantas vivas|0.8481043|0.16170835|0.50864959|0.4328047|0.20357065|0.41497552|0.32371709|0.71759963|0.21855924|0.40498981|0.70528775|0.51315433|0.78105712|0.82769203|0.98616242|0.5908668|0.93272728|0.21149668|0.12228607|0.38649732|0.25092965|0.091658264|1.0|0.28887641|1.0|0.11670361|0.49793401|0.20349461|0.59280306|0.26013324|0.18995118|0.47518092|0.15134075|0.23715355|0.31354219|0.32959336|0.86474365|0.40696067|0.56499505|0.70245826|0.74964559|0.090748414|0.1944866|0.80277306|0.23244947|0.20176983|0.75308889|0.17984888|0.55793482|0.60950625|0.10037108|0.2162773|0.10209368|0.28067276|0.92029917|1.0|0.66839135|0.69065595|0.85645378|1.0|0.79696435|0.79440874|0.43001825|0.70370978|0.1787843|0.70992446|0.63152599|0.30297476|0.83515948|0.4789415|0.46889156|0.55822593|0.55473828|1.0|0.55446064|0.23571746|0.236927|0.29108909|0.1058115|0.14740285|1.0|0.5671559|0.55663747|0.0|0.761222|0.1777584|0.091637552|0.19945595|0.80665725|0.8195461|0.52594364|0.84060133|0.69256335|1.0|0.76623559|1.0|0.9355818|0.15814118|0.12506579|0.72243321|0.24837327|0.0|0.57323164|0.24645308|0.53047884|0.31513464|0.3220306|0.45063177|0.75556475|0.63403511|0.27579007|0.555902|0.15959799|0.30762807|0.22822922|1.0|0.54071295|0.89713907|0.32227209|0.26786375|0.26154399|0.11954656|0.15938005|0.19428957|0.60598886|0.71369332|0.28990999|0.69416296|0.18341203|0.45153731|0.17689908|0.38136479|0.091158956|0.78131175|0.16848302|0.9799484|0.59029722|0.7237398|0.88976204|0.34696791|1.0|0.37889332|0.39442107|0.17354485|0.84268373|0.80612493|0.45446014|0.0|0.29366085|0.60943562|0.66819566|0.23265755|0.74676168|0.14333987|0.36048865|0.25357455|0.46048331|0.63977295|0.6142177|0.66072273|0.11874418|0.65523475|0.7792263|0.16971129|1.0|0.24842754|1.0|0.4761039|0.58581102|0.56920236|0.60336101|0.76255858|0.24664675|0.80917299|0.14992696|0.45383912|1.0|0.2082947|0.0|0.68210453|0.32853407|0.15565825|0.19622284|0.25145143
Frutas y hortalizas frescas y procesadas|0.20041022|0.17700854|0.81456578|0.4328047|0.11202362|0.51007068|0.14838502|0.7817775|0.10862193|0.4466812|0.75209486|1.0|0.75969344|0.73752922|0.39902622|0.21126305|1.0|0.31420612|0.45552063|0.63118505|0.18115249|0.36485073|0.67968118|0.25393713|0.48513755|0.41408628|0.51059502|0.44615215|0.69068772|0.034982737|0.28993154|0.72403848|0.74434459|0.37957472|0.68284881|0.13352416|0.77208495|0.16126937|0.35430884|0.39855358|0.6647287|0.44672778|0.21112306|0.58519876|0.55939859|0.15727645|0.64402568|0.70001131|1.0|0.75964463|0.3663407|0.16789407|0.17197952|0.49394333|0.8968879|1.0|0.42402878|0.74429512|0.92414343|0.81478184|0.54684752|0.15449211|0.15021193|0.51683295|0.35122383|0.98133624|0.17207834|0.86034703|0.22292866|0.22049226|0.74254262|0.094657376|0.50769007|1.0|0.52546746|0.17728078|0.16830464|0.3613596|0.39991248|0.39637816|0.30252677|0.41291767|0.3196283|0.0|0.70064598|0.0|0.48810506|0.19945595|0.49489164|0.77400553|0.46453986|0.61369157|0.18703088|0.34065586|0.27658764|0.44349495|1.0|0.33667377|0.44031149|0.35558638|0.16769275|0.0|0.75884449|0.5114221|0.60088933|0.31513464|0.11985382|0.62633657|0.48181021|0.42259938|0.52472544|0.17590734|0.43633306|0.25319123|0.49016291|0.33476439|0.374695|0.13873261|0.30146849|0.071226522|0.23414314|0.36122864|0.38711518|0.14738351|0.52807653|0.64978552|0.21605754|0.30405214|0.61770111|0.74296802|0.36117041|0.4859494|0.49097973|1.0|0.12347576|0.67961395|0.71740091|1.0|0.86674511|0.16681017|0.53296018|0.31845|0.47657531|0.41794026|0.78645337|0.77778333|0.51013428|0.0|0.23802029|0.10728576|0.37381312|0.17701124|0.71649802|0.6600312|0.17800045|0.26869905|0.49622971|0.073133796|0.69096833|0.90569782|0.54648173|0.33907801|0.52466226|0.3287504|0.42512691|0.19212733|1.0|0.41290942|0.51636487|0.30969733|0.6960147|0.88919479|0.012906011|0.73391593|0.34235692|0.28991932|0.39830446|0.32914585|0.41298544|0.30982265|0.087651983|0.48113149|0.35182706|0.40450948
Instrumentos y aparatos|0.0|0.30594179|0.3598749|0.0|0.5033049|0.090235442|0.98745716|0.62518609|0.56758469|0.62570244|0.063703343|0.29796335|0.38615778|0.63080096|0.16804007|0.61111319|0.13446671|0.10336927|0.79190207|0.88638735|0.22377305|0.55661666|0.082720116|0.7627883|0.14987004|0.67060179|0.60479641|0.82873392|0.019718632|0.38688916|0.21741889|0.10141768|0.43330249|0.28288192|0.15358509|0.61743212|0.68500781|1.0|0.74902779|0.3719942|0.32578486|0.14896518|0.44266796|0.37382603|0.71414524|0.50476956|0.43687129|0.78333271|0.33780313|0.48431742|0.73594999|0.89226007|0.69120401|0.75461709|0.78491539|0.13714282|0.36819816|0.059285633|0.41414633|0.62524235|0.021022417|0.30469549|0.74066973|0.36518857|0.12386052|0.51756155|0.65076363|0.27183867|0.044968143|0.6705364|0.39125603|0.24518506|0.62106556|1.0|0.69767088|0.37976143|0.22434807|0.85283774|0.36955228|0.64012045|0.73837328|0.64884651|0.58373386|0.47255164|0.72789997|0.15122189|0.061548918|0.19945595|0.43047762|0.3780849|0.96573013|0.59946126|0.25426295|0.68479663|0.48756412|0.20647019|0.57812071|0.0|0.078783676|0.26793045|0.23552357|1.0|0.27253234|0.087296605|0.05438485|0.029272601|0.33684832|0.61312616|0.18673643|0.079458222|0.75386775|0.16345926|0.64724141|0.22383389|0.19446605|0.71432102|0.66586977|0.28476089|0.37847316|0.56500077|0.12479274|0.49017102|0.84945375|0.54948521|0.65720773|0.36701012|0.27505085|0.88678813|0.56734347|0.047885869|0.15040658|0.87085843|1.0|0.41417548|0.72222686|0.28050727|0.36872733|0.77623403|0.44862163|0.033674747|0.25697482|0.65613282|0.78709424|0.089139454|0.55492693|0.21068382|0.39564124|0.0|0.60700709|0.26860374|0.63371146|0.62026602|0.40747112|0.08537969|0.42186618|0.056681901|0.43047225|0.7160002|0.54103476|0.70826501|1.0|0.71630406|0.45503235|0.70631862|0.18725774|0.65430945|0.37178963|0.30268899|0.70646453|1.0|0.589468|0.248546|0.57928365|0.30983293|0.73047507|0.74970233|0.067619957|0.39125612|0.55288422|0.3965221|0.31089127|0.58454525|0.26791263|0.084802203
Joyería y bisutería|0.4339141|0.078322165|0.40710637|0.4328047|0.23486571|0.55853009|0.49616766|0.35081118|0.15597987|0.58416879|0.33227521|0.19487321|0.25093377|0.7579515|0.41415215|0.53015316|0.34141642|0.38641322|0.19294792|0.24180883|0.16751513|0.26631331|0.32640761|0.88687253|0.38809261|0.38404375|0.24393559|0.47664559|0.27750576|0.20268433|0.31894338|0.63176215|0.25159585|0.20610917|0.3449266|0.073408283|0.17087474|0.17634884|0.77690351|0.24718264|0.59071451|0.13340579|0.24517417|0.15414377|0.50133562|0.14376347|0.37430575|0.098735645|0.22877312|0.25897038|0.24777815|0.54214329|0.21753046|0.38742569|0.37296405|1.0|0.26962119|0.27095693|0.58231354|0.21974728|0.34589911|0.23592085|0.19800422|0.25059831|0.37835708|0.37310719|0.090566628|0.23898599|0.34137392|0.2073314|0.77844489|0.1436719|0.66459465|1.0|0.50332141|0.16347647|0.15483519|0.094738618|0.35521287|0.25705338|0.33058184|0.16960238|0.26584947|0.0|0.38697886|0.58894646|0.41909224|0.19945595|0.15111418|0.27246034|0.16116542|0.21861112|0.31474814|0.26534674|0.24812415|0.33134016|0.39674354|0.4689458|0.41349432|0.29828948|0.15424615|0.0|0.25672626|1.0|0.44350064|0.72771215|0.29434061|0.16764459|0.37339711|0.34762669|0.094885178|0.65118051|0.34062183|0.23935635|0.52109051|0.53793949|0.40358937|0.32752836|0.48728454|0.19655979|0.24784689|0.73079574|0.31591558|0.16109237|0.44079268|0.1707861|0.20171654|0.22711758|0.32706916|0.7252121|0.43607286|0.32277754|0.3050189|0.2335771|0.74889672|0.13068536|0.19078088|0.3405771|0.35383764|0.0|0.20067555|0.18287455|0.24946183|0.35545924|0.56788743|0.11584145|0.19589333|0.0|0.20096923|0.44933271|0.43010318|0.16367196|0.20286161|0.36003783|0.19871268|0.34416044|0.22262788|0.23509282|0.20430306|0.6239326|0.16058269|0.29090911|0.21503797|0.31450802|0.45559901|0.17867906|1.0|0.030012768|0.22718808|0.30969733|0.3183853|0.64819562|0.38888958|0.54605287|0.27041298|0.82330799|0.44198442|0.61895514|0.073428847|0.18105|0.48777288|0.0|0.33792093|0.54501367
Lácteos y sus derivados|0.37354776|0.23212932|0.1041601|0.4328047|0.297277|0.48074171|0.35765794|0.24691221|0.36113396|0.14669944|0.37854466|0.86125374|0.13569261|0.14796276|0.46309614|0.22787863|0.37997663|0.35859728|0.2128742|0.27900887|0.32139081|0.37969962|0.39710015|0.018635232|0.40192145|0.47343963|0.21219006|0.51205349|0.24596342|0.32907203|0.070690639|0.74226135|0.098205999|0.40762493|0.41122368|0.28686589|0.14884588|0.47255218|0.42235881|0.17052507|0.24651036|0.58962935|0.42684448|0.14120652|0.14327894|0.24683045|0.2860482|0.50742674|0.64560783|0.10667329|0.29733339|0.4522143|0.27747321|0.075811505|0.3026439|1.0|0.2962268|0.23844789|0.20999649|0.41681832|0.29578614|0.33425596|0.36613631|0.22510833|0.39234525|0.094369859|0.43764946|1.0|0.36925852|0.28372678|0.85567123|0.3544504|0.17599906|1.0|0.091017663|0.30704194|0.29390281|0.39357179|0.38485146|0.063750774|0.26590139|0.27199891|0.36572134|0.0|0.082380138|0.25912857|0.14559272|0.58245885|0.063887574|0.1308687|0.10642407|0.10907696|0.35063249|0.29854357|0.16723387|0.38902384|0.49768922|0.54747701|0.49355656|0.25002018|0.31739739|0.0|0.23778445|0.37729096|0.2275385|0.31513464|0.17658536|0.24689865|0.49620768|0.28020525|0.33560303|0.20140204|0.43633306|0.38284048|0.56995755|0.36444125|0.15604436|0.04863812|0.84630358|0.12262708|0.55246502|0.16688633|0.083091155|0.24196036|0.15408742|0.24416798|0.37688118|0.33012646|0.29348195|0.83241433|0.089768142|0.13489133|0.20803654|0.097769305|0.15059681|0.090315439|0.097537175|0.22335225|0.092649117|0.39090168|0.054043051|0.36541805|0.14136139|0.29348731|0.19197427|0.63561577|0.35959375|0.0|0.33797204|0.081172444|0.46090704|0.31318662|0.66110307|0.42167804|0.030878732|0.41968304|0.28376582|0.11681106|0.18540037|0.11147572|0.56896597|0.22238393|0.28913116|0.18395376|0.52206999|0.30526716|1.0|0.38117504|0.49429709|0.30969733|0.045403238|0.68949163|0.20377798|0.21566257|0.2550776|0.16385143|0.48676145|0.74995923|0.52068132|0.32519114|0.47228056|0.43185106|0.36697748|0.48179454
Material Promocional|0.13441616|0.066263914|0.11815428|0.4328047|0.15995054|0.10580981|0.10493849|0.51275474|0.077968702|0.16028509|0.18820283|0.55670929|0.67252147|0.5402422|0.072917655|0.047250759|0.20863573|0.031077858|0.41032743|0.055973962|0.12363079|0.11942491|0.18180729|0.31528711|0.11923478|0.17049694|0.35434741|0.10019238|0.42030036|0.16006847|0.1465103|0.42159265|0.63161457|0.15208815|0.11309697|0.51125944|0.43463656|0.079704411|0.20245031|0.54095089|0.12830082|0.40391546|0.087945625|0.65340042|0.39194256|0.11295494|0.10594133|0.16667889|0.2414031|0.072945379|0.5951708|0.31331426|0.42028064|0.34746742|0.59549332|1.0|0.15172458|0.034522116|0.44329482|0.20422253|0.83490169|0.17587101|0.10219786|0.72755837|0.05324709|0.14664504|0.090566628|0.19182044|0.077398583|0.1067518|0.30129558|0.37819743|0.54085815|1.0|0.4285779|0.13124906|0.0312018|0.27859855|0.049041133|0.34227061|0.39129308|0.51367331|0.091938965|0.0|0.33769619|0.21519028|0.20068341|0.19945595|0.65008104|0.50175536|0.27801988|0.46291673|0.78182554|0.12343277|0.058132868|0.1526071|0.21886563|0.19067602|0.19374624|0.046531245|0.11156568|0.0|0.92784756|0.11895901|0.070202775|0.31513464|0.13261485|0.67731464|0.1723645|0.064994946|0.1700598|0.18899645|0.18745399|0.11040591|0.10697435|0.15285027|0.076899454|0.15377557|0.34098655|0.22583754|0.05271218|0.37316102|0.34767547|0.12815882|0.69447422|0.090334028|0.1546801|0.14725408|0.065724254|0.31987417|0.072247803|0.41969407|0.39784753|0.083863869|0.25035423|0.3152864|0.1618758|0.11798799|0.64870721|0.0936426|0.30875325|0.12109045|0.4553405|0.18889761|0.068022631|0.65144724|0.070552908|0.0|0.15874453|0.32921469|0.094167247|0.12151414|0.51949173|0.055711493|0.091264129|0.038117774|0.68617201|0.25187939|0.66790378|0.67461932|0.091209397|0.18046597|0.59964627|0.14379993|0.11674517|0.13599055|0.57671213|0.06033729|0.42228606|0.30969733|0.26064068|0.33841833|0.13428959|0.43663427|0.16364497|0.4070552|0.10077335|0.29640648|0.11737886|0.03215478|0.23643191|0.0|0.15435034|0.099609703
Materiales de construcción|1.0|0.13290501|0.22828579|1.0|0.12519158|1.0|0.76523006|0.36426419|0.52833319|0.38810563|0.20049675|0.8488065|0.069019899|0.22821936|0.72777951|1.0|0.19601232|0.22623631|0.92442763|0.65471268|0.65888172|1.0|0.12463464|0.65943396|0.24587245|0.60874164|0.40925545|0.28093326|0.13662103|0.090171136|0.33286601|0.55255282|0.37832579|0.65134794|0.25387928|0.16110729|0.385795|0.33907109|0.50620502|0.15852211|0.84851032|0.2512114|0.16147436|0.12739727|0.73854685|0.44330835|0.15427655|0.83712959|0.85271323|0.31402451|0.64238763|0.71483862|0.2641826|0.78476107|0.15593135|0.34959179|0.20952404|0.1645166|0.2830562|0.84667724|0.21006638|0.19456957|0.66254568|0.15389937|0.23406643|0.49799854|0.59721154|0.11549643|0.13351372|0.13657144|0.52750427|0.8448686|0.077773705|1.0|0.72656047|0.63810605|0.18209355|0.74392343|0.81299633|0.71652889|0.15286565|0.1857222|0.64069366|0.76340425|0.13618684|0.60553384|0.37421218|1.0|0.51522267|0.32054046|1.0|0.34379882|0.40356749|0.57725096|0.54295594|0.28841907|0.31675032|0.322483|0.25136086|0.15252426|0.18145312|0.0|0.38414067|0.1484811|0.38322589|0.31513464|0.57753485|0.56832755|0.2943905|0.18685804|0.039490744|0.11457207|0.27669096|0.19638284|1.0|0.69649929|0.18381484|0.27082282|0.52572405|0.53596622|0.3368935|0.54275048|0.57269639|0.40927285|0.38091546|0.22644074|0.23093656|0.31785643|0.14223328|0.53126341|0.23484638|0.89518303|0.80070519|0.38665518|0.56192404|0.078218684|0.52595323|0.52991927|0.36619127|0.30495718|0.18852018|0.45297801|0.74059641|0.96791118|0.11448894|0.14400713|0.72346157|0.0|0.11443408|0.15211192|0.23230869|0.19063739|0.16371451|0.21294822|0.23429567|0.15283737|0.32599062|0.16330703|0.21963313|0.48418009|0.80031878|0.63750768|0.41180837|0.15661293|0.28052539|0.20588979|0.43362206|0.12540419|0.80701637|0.30969733|0.20410779|0.72703016|0.16074562|0.11461988|0.22768418|1.0|0.24857193|0.4272733|0.64407665|0.38145718|0.25195935|0.23677832|0.28340432|0.32581595
Metalmecánica|0.15745115|0.59251463|0.56521374|0.1656975|0.78281987|0.0|0.58279461|0.73803079|0.7005474|0.7079457|0.093005061|0.66686648|0.49061432|0.58584642|0.69313037|0.62894166|0.44922107|0.73573858|0.71874309|0.56122875|0.36430117|0.63456607|0.166797|0.80070853|0.1892851|0.7740081|0.66729134|0.73435211|0.81242812|0.8236444|1.0|0.2129072|0.41475618|0.3495152|0.29930842|1.0|0.55311978|0.90238154|0.63895005|0.50500542|0.6062755|0.22121918|0.90507436|0.30246931|0.84852648|0.93884802|0.54972947|0.93506318|0.57603949|0.70631778|0.56894761|1.0|0.73653638|0.81499887|0.76640207|0.43989792|0.18152282|0.17765801|0.48910344|0.72148919|0.16503981|1.0|0.80662787|0.45230156|0.65303773|0.55386806|0.82180244|0.043553174|0.2517812|1.0|0.25601208|0.66419983|0.42683461|1.0|0.78382522|0.75695443|0.337401|0.92075562|0.68136477|1.0|0.49578124|0.74498057|0.76775128|0.94122708|0.60458541|0.2443943|0.22760893|0.0|0.36475226|0.40996689|0.81561315|0.4764567|0.62000203|0.53144729|1.0|0.1801122|0.71945|1.0|0.33298862|0.50367796|1.0|0.0|0.44930816|0.62085825|0.57296884|0.31513464|0.85217148|0.53821057|0.15947515|0.5944308|0.67701435|0.4452582|0.24096306|0.39529109|0.059648104|0.34821224|1.0|0.40137067|0.77412981|0.86658126|0.70540792|0.79438424|1.0|0.90405124|0.57469702|0.49406913|0.38992655|0.90023029|0.79383123|0.63133156|0.16448174|0.97144109|0.81343699|0.56670499|0.73621154|0.53313094|0.49944973|0.56485635|0.51581526|0.2920863|0.45008659|0.63633049|0.9070611|1.0|0.37215671|0.25564182|0.54697335|0.0|1.0|0.37307525|0.33340436|0.78114164|0.21811795|0.27294642|0.76138783|0.21027862|0.66155303|0.7302416|0.56256312|0.69080323|0.9057188|0.59196693|0.38136417|1.0|0.40770137|0.45052916|0.031757008|0.35086286|0.76445937|0.9785881|0.53676784|0.83797383|0.92127287|0.41264406|0.79630756|0.8524965|0.23298341|0.83295828|0.85052663|0.5344243|0.41074944|1.0|1.0|1.0
Muebles y maderas|0.11414996|0.38764268|0.31226811|0.4328047|0.098187834|0.8209033|0.39227602|0.5552898|0.27781695|0.29999834|0.14645901|0.8149246|0.3728106|0.29576135|0.089155897|0.34626496|0.14869407|0.76411307|0.54757607|0.71946812|0.29375094|0.76343977|0.71767485|0.5358339|0.070438534|0.80200529|0.25649655|0.084528044|0.47227937|0.30192086|0.23141912|0.33272147|0.31365657|0.13768728|0.1394181|0.0|0.32755229|0.14640923|0.40814912|0.6629405|0.55345607|0.43159509|0.10456194|0.41789943|0.58208072|0.23169687|0.062151399|0.32488614|0.6276502|0.18494421|0.41307974|0.42837965|0.66844392|0.57425475|0.55926156|1.0|0.078606643|0.45904493|0.250301|0.49063414|0.056441031|0.3217583|0.089995995|0.66491687|0.066881523|0.38870862|0.1585876|0.33649209|0.092380464|0.46551782|0.32073617|0.60855639|0.52265328|1.0|0.41667259|0.27906361|0.27886629|0.66962957|0.53712189|0.62707883|0.07246615|1.0|0.34435055|0.38994896|0.40718791|0.23228669|0.77731973|0.49902615|0.77618909|0.35776526|0.63444567|0.48979399|0.65981418|0.10769179|0.44847664|0.12337609|0.66376853|0.12464829|0.13865566|0.47553205|0.29021665|0.0|0.43200529|0.07411366|0.63567638|0.31513464|0.34963638|0.03361721|0.83999205|1.0|0.22385822|0.060002945|0.11537711|0.21125396|0.12366845|0.046306342|0.09054479|0.22762372|0.16085142|0.28621981|0.040296301|0.4778071|0.46348557|0.4388541|0.056820787|0.4214687|0.3477062|0.80648011|0.59561795|0.33941633|0.91489953|0.71660393|0.5389874|0.31579217|0.53504223|0.48384672|0.57020688|0.62407494|0.46435094|0.15358108|0.35621095|0.0|0.71151936|0.86717129|0.037203155|0.099761784|0.4895485|0.0|0.21291277|0.42941579|0.12039009|0.28624517|0.79875463|0.57816148|0.28935787|0.083321609|0.38149345|0.55030406|0.43294856|0.5664705|0.60522926|0.033571802|0.18835168|0.19786975|0.073965378|0.27808273|0.40018338|0.21256022|0.53117454|0.30969733|0.47627431|0.49523324|0.091784313|0.048713431|0.13634315|0.54811156|0.11561148|0.23043388|0.42986673|0.89607167|0.17314829|0.20543799|0.052349061|0.0640551
