Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Curazao|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Panamá|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Café verde|0.31875977|0.8887673|0.91694444|0.46732205|0.18636495|0.026454758|0.41942671|0.61065555|0.73024333|0.60919988|0.76116508|0.35836387|0.72138357|0.47081268|0.3203305|0.33104354|0.44570857|0.24657384|0.44425905|0.37146199|0.285263|0.30656892|0.41172642|0.13310793|0.78975004|0.068264775|0.062962294|0.33169562|0.91721261|0.54515898|0.16327628|0.11210889|0.9281112|0.70136726|0.42776757|0.025340546|0.76575243|0.0|0.34709221|0.6010648|0.44048509|0.43342236|0.18876281|0.88381445|0.49252278|0.33072233|0.4500598|0.73726809|0.62144673|0.60466021|0.37487182|0.17584762|0.79674643|0.062466092|0.56947839|0.19596496|0.39653969|0.71713245|0.80107939|0.79325038|0.43052179|0.0|0.46816027|0.87318355|0.11837918|0.67506379|0.03315638|0.34294361|0.62282741|0.25395805|0.12810844|0.40121758|0.76443887|0.21453428|0.084154487|0.12504332|0.14495963|0.38151976|0.057131052|0.079041265|0.31170869|0.59016764|0.24578652|0.34821403|0.49894321|0.74730653|0.53802937|0.61776721|0.63134778|0.91001761|0.35726279|0.85069025|0.88876772|0.34286976|0.50599647|0.37324193|0.55274522|0.14694977|0.19660729|0.40739828|0.30605519|0.0|0.50675774|0.38902134|0.76145792|0.43715221|0.37278166|0.83628619|0.70409483|0.28634024|0.36449769|0.76003146|0.32008469|0.45534509|0.010410011|0.30317485|0.45782024|0.64725524|0.0|0.1018911|0.10983343|0.19436273|0.0|0.24235101|0.64699876|0.67692721|0.29358253|0.43497258|0.40045261|0.081520736|0.31009078|0.1281893|0.17659065|0.73264039|0.042444311|0.63767582|0.68917483|0.43997088|0.63920873|0.42482692|0.37374216|0.25352919|0.12096147|0.059537847|0.5069176|0.74429345|0.0040926789|0.0|0.21473527|0.78265095|0.36960238|0.075132087|0.49374717|0.8845377|0.5190658|0.035223529|0.63256264|0.82783353|0.87127256|0.98331153|0.29666483|0.47402307|0.75250596|0.38175952|0.057838023|0.28836241|0.46107656|0.018633751|0.24771699|0.36334944|0.58419454|0.29144251|0.83182001|0.77049971|0.033636153|0.50020522|0.3698374|0.24008512|0.24504924|0.033923507|0.43909118|0.20802289|0.31908685|0.038589884
Calcetería|0.4094716|0.76494509|0.58227038|0.50414848|0.14980039|0.22690588|0.31946123|0.28553692|0.28243816|0.21084093|0.4341135|0.22868726|0.41415459|0.53648758|0.44257164|0.27572203|0.30239427|0.15137598|0.27598244|0.48000985|0.24368015|0.44829512|0.31505954|0.37470096|0.66358042|0.31040823|0.46093124|0.37155962|0.34816429|0.23524782|0.33385298|0.40185016|0.46922317|0.22622512|0.18141116|0.3147561|0.35118198|0.1579943|0.49874258|0.12772489|0.51669818|0.16784918|0.25287825|0.23823749|0.3414675|0.22866213|0.72024131|0.28596085|0.36165869|0.53500044|0.42329073|0.26650286|0.08961843|0.30788669|0.36004463|0.15169419|0.43652216|0.38738543|0.49372905|0.47150671|0.44431925|0.15710253|0.16780509|0.51255733|0.25887319|0.50247383|0.26021707|0.24617916|0.46887946|0.34110302|0.32296485|0.29768002|0.56368041|0.66624844|0.31269097|0.29670778|0.16989675|0.25006142|0.34987134|0.25282204|0.46392399|0.21098781|0.12353998|0.41813335|0.53102529|0.2123992|0.56657046|0.18679914|0.46332914|0.39078394|0.28580728|0.49102336|0.23952776|0.64203042|0.36590388|0.65289843|0.34702724|0.22901264|0.28708881|0.4895438|0.21519142|0.0|0.28977722|0.44913757|0.23269041|0.47120607|0.18732321|0.21533667|0.26818544|0.42144322|0.21180117|0.23571321|0.38970691|0.47227952|0.29089078|0.56820494|0.36787689|0.46375307|0.46390688|0.19353603|0.19633865|0.41451466|0.3207311|0.2682876|0.37780595|0.38501436|0.091799095|0.30690646|0.13151668|0.11419781|0.48179603|0.35120016|0.24587427|0.45524454|0.46131653|0.48496121|0.26229241|0.28029835|0.45916307|0.079254091|0.52461457|0.23634151|0.33130974|0.36014631|0.35028833|0.75445271|0.26304427|0.0|0.18566048|0.304369|0.26348254|0.33469415|0.23511958|0.15259393|0.42615524|0.1950594|0.40148586|0.37434065|0.54403532|0.53611308|0.22703066|0.12522325|0.2137126|0.35434663|0.35785946|0.19704734|0.18571913|0.31172967|0.29928809|0.4985289|0.18294668|0.22992958|0.46286422|0.43653512|0.33129728|0.41992199|0.21472384|0.39239311|0.54960054|0.13929756|0.375193|0.25169849|0.24928993|0.14858976
Calzado|0.59370911|0.61652708|0.88469785|0.73059952|0.64706767|0.57638669|0.48608941|0.64075166|0.59586245|0.74387002|0.72382319|0.73963535|0.72485447|0.9847644|0.71063632|0.69549048|0.54627168|0.52359277|0.48599744|0.93807256|0.72646362|0.48169854|0.61176419|0.65201247|0.70004392|0.75048935|0.38128233|0.73495108|0.78119922|0.53029811|0.75031114|0.70077151|0.76394486|0.31478968|0.66763544|0.86457914|0.70700121|0.81203127|0.8191734|0.52353394|0.87643081|0.73569912|0.56613261|0.85327291|0.73242569|0.47513098|0.85269082|0.54115367|0.57601511|0.85568523|0.62181973|0.74695128|0.41909403|0.62084043|0.81436479|0.58619869|0.67116648|0.80728734|0.84289825|0.81052476|0.70423043|0.71113431|0.52894652|0.72236609|0.78260982|0.89132285|0.79996145|0.69820023|0.80284977|0.85569507|0.55337042|0.6760006|0.8721211|0.94143927|0.73516226|0.8116858|0.75144517|0.59765923|0.77527416|0.66897607|0.73629278|0.54490775|0.49061823|0.7558893|0.84734499|0.16341539|0.73100644|0.47126946|0.83250237|0.81231564|0.62345529|0.62684178|0.5494138|0.7731204|0.63433439|0.90834564|0.56812245|0.55888367|0.72103596|0.82083935|0.71143377|0.0|0.7310155|0.82929116|0.56616741|0.76383173|0.40373921|0.51802397|0.66060352|0.71757048|0.60861003|0.56477517|0.8453427|0.56371933|0.62002695|0.71437991|0.71218765|0.82511359|0.48768955|0.60348272|0.43963298|0.64556545|0.6709547|0.38589478|0.72071368|0.73961508|0.6352874|0.68587697|0.26414397|0.41803095|0.373007|0.083982266|0.58484441|0.86795163|0.80532086|0.83806431|0.46813518|0.79632652|0.6662963|0.70636547|0.81497532|0.58599937|0.44095737|0.63591754|0.67785436|0.77718365|0.63307339|0.0|0.54980433|0.46371686|0.7069335|0.82201219|0.72234786|0.34660006|0.66114777|0.4562943|0.78452814|0.78385103|0.79859173|0.88405329|0.58595091|0.56433082|0.68246508|0.61933351|0.62722766|0.68826735|0.14985174|0.68964422|0.58712476|0.69447064|0.53501719|0.5927195|0.58870035|0.76794356|0.54783356|0.73737133|0.38701266|0.82742727|0.8798033|0.46627307|0.77983433|0.84097207|0.63785374|0.57702017
Camarones, crustáceos, langostinos y moluscos|0.093886331|1.0|0.26830357|0.40742832|0.040809192|0.53641427|0.55177826|0.1291167|0.056461435|0.11394277|0.23747554|0.72421259|0.34722665|0.24078341|0.13917802|0.41235399|0.28956169|0.13295069|0.51337701|0.1132713|0.1519527|0.39125919|0.20916384|0.14111038|0.24872032|0.13442345|0.085022017|0.58522999|0.19338861|0.19039887|0.030971644|0.17056438|0.52592146|0.62217987|0.21195301|0.16455114|0.36464229|0.16954669|0.19572063|0.72171772|0.68193603|0.26516008|0.095226005|0.74688148|0.22649768|0.24353829|0.44140697|0.050611481|0.50001627|0.50993371|0.14853638|0.047884632|0.56634855|0.26567221|0.48075736|0.0043788729|0.10162867|0.3438656|0.71190643|0.69685918|0.1626929|0.11790024|0.22968945|0.26362664|0.38130674|0.57118559|0.20758966|0.0|0.23004521|0.12577894|0.58904195|0.40722936|0.62463737|0.418558|0.40288061|0.048357036|0.22028731|0.17365211|0.084796041|0.065498278|0.098310679|0.14024535|0.23507828|0.11689445|0.13793874|0.17095062|0.7120955|0.31400096|0.23147973|0.75879836|0.11810774|0.60720116|0.31948221|0.1811657|0.068611026|0.10110938|0.1486412|0.25320292|0.092941895|0.25141239|0.38243556|0.0|0.24172285|0.3610568|0.22382765|0.69041491|0.062394589|0.57562715|0.64577067|0.24140307|0.13547663|0.39106232|0.66845131|0.26762071|0.37447789|0.32447994|0.19326082|0.48511547|0.19639048|0.11027573|0.14827925|0.091845796|0.11118198|0.22559018|0.13077216|0.26597857|0.14091456|0.20905297|0.0|0.40145975|0.088009164|0.29801244|0.13710225|0.30227822|0.19951555|0.18234029|0.57503194|0.39992034|0.18304837|0.44328666|0.20007315|0.074786171|0.47708422|0.14839186|0.18918379|0.35770279|0.50045204|0.0|0.16904488|0.16168602|0.62866712|0.0|0.65969092|0.080872193|0.099026658|0.16601966|0.19698608|0.024195656|0.26763391|0.35324275|0.06290289|0.57107431|0.70649993|0.039633464|0.1164047|0.12368251|0.24499324|0.48011282|0.42685717|0.071504094|0.19871385|0.42747164|0.11726179|0.38525295|0.071009651|0.12823211|0.10859884|0.38758215|0.17266142|0.51420498|0.063469142|0.11009815|0.18944144|0.1686476
Camisas|0.36444351|0.72074234|0.6925413|0.54598778|0.44253588|0.7592485|0.54704547|0.51060009|0.39882094|0.43413925|0.61461675|0.55970758|0.71273279|0.69886786|0.5364362|0.53046459|0.61638862|0.22198674|0.51561671|0.75336599|0.34825814|0.8607952|0.48247275|0.44235033|0.64136666|0.46775013|0.56221348|0.7809633|0.47348636|0.30332237|0.37665975|0.62320614|0.55863535|0.40414402|0.37557611|0.43738523|0.55656821|0.33457547|0.52665329|0.48065493|0.78844333|0.40078306|0.5769062|0.67365992|0.6389994|0.3860597|0.53942806|0.78268301|0.72984725|0.75101793|0.56076217|0.57460701|0.2706123|0.52467257|0.74404514|0.39741391|0.40168411|0.47897011|0.72087556|0.71876168|0.40516698|0.31088483|0.36609757|0.52913451|0.71522546|0.65514612|0.3770687|0.27141228|0.63590777|0.46510348|0.6219691|0.55398518|0.65405345|0.59616518|0.38441837|0.40729326|0.33928859|0.45380089|0.35372257|0.36300468|0.485744|0.50556415|0.33145207|0.45738691|0.85103846|0.011325756|0.70726615|0.6988517|0.75573999|0.56141412|0.5731048|0.71603382|0.32409203|0.66169035|0.49320903|0.51337355|0.86958444|0.27650368|0.47723442|0.56194925|0.34029299|0.0|0.40007958|0.56901878|0.70699096|0.73171401|0.17374924|0.56690717|0.75522709|0.60950613|0.27089515|0.29790521|0.45652336|0.47935307|0.54806465|0.43344522|0.47563377|0.70403123|0.64563048|0.36376053|0.31698173|0.6875|0.47192621|0.26548347|0.59242058|0.61623013|0.40507665|0.5816586|0.23223796|0.3018223|0.69857955|0.11812034|0.54101741|0.7616483|0.37453872|0.69604564|0.49798208|0.55449718|0.68650484|0.27810001|0.5310052|0.45624003|0.5797388|0.63323063|0.34586567|0.54751921|0.6002363|0.0|0.35089391|0.5566029|0.67829418|0.41566187|0.71155274|0.20214048|0.6159094|0.43849534|0.64111733|0.65268028|0.68541169|0.76289642|0.30681938|0.39895093|0.5459578|0.46933216|0.38462868|0.48926693|0.133663|0.63707221|0.5442431|0.43379003|0.33587593|0.38109913|0.36635238|0.46286124|0.61793476|0.5655058|0.32820106|0.56646323|0.69842219|0.28858608|0.45211017|0.387108|0.49229938|0.31716806
Carnes y despojos comestibles (avícola)|0.53539574|0.27377957|0.51895159|0.61567146|0.78627938|0.92352486|0.90243471|0.68024385|0.0|0.19476803|0.70344496|0.78771174|0.011269774|0.59204423|0.5976553|0.87580431|0.74748504|0.039051171|0.57333434|0.12125778|0.81859809|0.79303896|0.30859703|0.25777885|0.36640796|0.43611449|0.069060087|0.14746724|0.35373211|0.19526652|0.27123865|0.64511669|0.39438531|0.90347332|0.4592033|0.29877412|0.24841729|0.66378325|0.49647984|0.57609987|0.70653152|0.96600056|1.0|0.38822275|0.41705507|0.17101264|0.40771961|1.0|0.7951088|0.52448225|1.0|0.075704955|0.46638361|0.44604075|0.7365213|0.38064915|0.59127337|0.34919047|0.28792754|0.068407625|0.61212385|0.17588395|0.70922589|0.24877113|0.455724|0.57738304|0.97063458|0.8727268|0.75552094|0.85791314|0.69919056|0.91732699|0.61729181|0.3973687|0.66554022|0.81900072|0.78030032|0.25507349|0.88368857|0.32811347|0.32228488|0.08660008|0.039445952|0.78807735|0.47703207|0.5758251|0.36244914|0.82078779|0.11332677|0.22629146|0.4557597|0.57318425|0.71401465|0.57913131|0.25251174|0.63813078|0.10947506|0.29013193|0.77307332|0.69409502|0.722471|0.0|0.42311388|0.62676835|0.36078763|0.64068586|0.10071177|0.53516102|0.87027454|0.54649943|0.14607298|0.12392302|0.15878919|0.76658833|0.98401237|0.62961066|0.65268672|0.74256325|0.33649275|0.60596061|0.13831535|0.637613|0.45925957|0.12122513|0.077118143|0.068511665|0.5325737|0.67150247|0.062484793|0.63916481|0.42717296|0.628438|0.062416714|0.48365355|0.54370916|0.043653179|0.54321432|0.76576757|0.62111664|0.81958443|0.54906142|0.56330562|0.64366549|0.21265452|0.47650388|0.098339766|0.81749195|0.0|0.040074211|0.28144073|0.75282371|0.84974945|0.63087201|0.59239012|0.60528213|0.0846406|0.43371648|0.21901137|0.44472957|0.37745851|0.68675274|0.017637616|0.45565286|0.33649731|0.41762707|0.65495139|0.74861968|0.93823385|0.69239175|0.6721887|0.15527585|0.76281166|0.050299302|0.12794155|0.077239759|0.33612484|0.50990975|0.96574968|0.41996536|0.45047182|0.76742083|0.41829711|0.6114012|0.38639173
Carnes y despojos comestibles (bovino)|0.23273827|0.47410834|0.64273798|0.69243729|0.60338563|0.73307049|0.76874703|0.69519383|0.19554108|0.13456097|0.41010815|0.92078209|0.11656887|0.45376614|0.32611492|0.86602283|0.75086343|0.37069747|0.81951571|0.12608384|0.24760927|0.77514136|0.1000032|0.078635462|0.84042859|0.10808458|0.36379421|0.57958049|0.60117853|0.13691747|0.0|0.59486079|0.37480623|0.78428662|0.54432523|0.21669146|0.42348409|0.30859661|0.83906651|0.76272678|0.70933533|0.82742971|0.91108894|0.87151784|0.41934359|0.76356208|0.75819993|0.38636857|0.9102751|0.64451945|0.48091179|0.28691959|0.72588766|0.80078316|0.7655369|0.39234841|0.5019573|0.54308426|0.54474515|0.53086692|0.45100766|0.13561274|0.80001283|0.44935811|0.69505131|0.69575024|0.79041159|0.60971045|0.4261474|0.67613751|0.84043229|0.63125908|0.91834366|0.82886386|0.63696027|0.39121127|0.66937822|0.2852425|0.24121353|0.24228513|0.43264347|0.0|0.6853379|0.61935943|0.29551294|0.49025807|0.44084299|0.70549846|0.8667891|0.86697519|0.75855827|0.84640753|0.77286845|0.2670967|0.11838867|0.26621595|0.6027953|0.24013743|0.6636706|0.38016021|0.74386549|0.0|0.35789299|0.71236277|0.62524307|0.66456628|0.052109208|0.7643106|0.85710669|0.79494393|0.12133433|0.1314576|0.72645891|0.37693173|0.77659202|0.26539224|0.12131011|0.79070711|0.55480367|0.51811337|0.15306002|0.32132238|0.033970352|0.15234615|0.32750258|0.12502006|0.26948211|0.71695828|0.099502504|0.62803805|0.68652034|0.27543503|0.19930069|0.63419425|0.49549612|0.28279364|0.84439206|0.82293463|0.48864645|0.73675621|0.59213251|0.48203224|0.52942026|0.11089817|0.46445078|0.54009479|0.6677568|0.0|0.61411482|0.19979167|0.86290634|0.63699007|0.674119|0.042551827|0.54059315|0.13728406|0.19966707|0.19869876|0.69365823|0.59198034|0.33078042|0.48540002|0.76034588|0.14435896|0.20192407|0.03242689|0.5975796|0.80823123|0.75405729|0.34072524|0.12277349|0.50612324|0.19716111|0.2808947|0.084925637|0.59704685|0.79548013|0.30168521|0.11490212|0.63384259|0.13836826|0.36447614|0.22430682|0.010155012
Carnes y despojos comestibles (otros)|0.11811812|0.11425838|0.28388047|0.49426574|0.1648948|0.33150518|0.56861675|0.44398245|0.017602067|0.013107783|0.05434636|0.43826121|0.083686784|0.20886904|0.057317842|0.73535651|0.65878344|0.029913507|0.72635317|0.080882691|0.17810415|0.75297421|0.038008578|0.041414|0.081822924|0.083773166|0.1491344|0.52735484|0.26854783|0.066342548|0.15241127|0.11823677|0.4823885|0.48614872|0.18460596|0.098154038|0.34126025|0.11889787|0.069765046|0.59837282|0.34082687|0.38734457|0.31854916|0.39488196|0.069232143|0.3341468|0.23679139|0.2254028|0.37924692|0.23607734|0.35880518|0.11376484|0.22549948|0.046768129|0.64133632|0.53468043|0.085736096|0.19292246|0.15676078|0.34976706|0.1600807|0.0534949|0.1341697|0.27841914|0.8854084|0.6803019|0.50208247|0.2538732|0.03421348|0.31072766|0.5410049|0.37324351|0.22443435|0.4832539|0.060203642|0.1424748|0.37401026|0.20367698|0.12263995|0.10019264|0.054505728|0.061558329|0.14120916|0.077930495|0.27933821|0.39521018|0.12280083|0.54261911|0.21072349|0.53207749|0.61493129|0.45214045|0.57852423|0.10867392|0.013788516|0.06708841|0.40348983|0.12340423|0.28436229|0.12185197|0.61756021|0.0|0.064687639|0.37133265|0.11333556|0.41750306|0.0034895283|0.65800184|0.6987468|0.33971906|0.23197524|0.067372724|0.69232523|0.27486432|0.26028454|0.085635483|0.070022039|0.12641254|0.0|0.13887532|0.078325264|0.083249658|0.085855626|0.088497363|0.12858227|0.14838639|0.23749383|0.58699143|0.0066206423|0.3422845|0.23259363|0.54353231|0.0024320763|0.33493739|0.049131244|0.1055041|0.45229733|0.67628658|0.23281345|0.67184746|0.13044615|0.18212166|0.22195518|0.068049259|0.1463064|0.06902504|0.5579071|0.0|0.27742708|0.03183233|0.71426779|0.22076523|0.38643444|0.14280269|0.25223672|0.21315245|0.033642299|0.096267425|0.36742723|0.44633552|0.14253208|0.14968231|0.37935802|0.079513282|0.013915846|0.15657103|0.82454598|1.0|0.73394156|0.056660861|0.076691374|0.74385548|0.087080844|0.017192733|0.09973754|0.067898571|0.37975925|0.37212729|0.12038547|0.075556293|0.14524628|0.13784885|0.015634142|0.0047217919
Carnes y despojos comestibles (porcino)|0.22034606|0.54555416|0.31833509|0.5108043|0.69990206|0.79443151|0.66918004|0.0|0.081366703|0.36704221|0.52132493|0.73502678|0.44897264|0.46728164|0.14825743|0.72185093|0.1979381|0.036076315|0.66054022|0.10055934|0.29679671|0.62024069|0.33730251|0.16485791|0.71564269|0.18352708|0.033613119|0.35557795|0.96391612|0.12646875|0.1163834|0.66632861|0.27784711|0.77218854|0.19205225|0.29148602|0.23228873|0.22874001|0.45810434|0.71894574|0.67974389|0.21596557|0.92410052|0.79370964|0.49526221|0.79479527|0.8622427|0.75383461|0.82119775|0.33382106|0.7401154|0.25640029|0.04233674|0.46009332|0.25598878|0.22830717|0.79389578|0.70011878|0.30418384|0.18694234|0.58970422|0.11287329|0.87807012|0.18303366|0.33089605|0.21634364|0.87216073|0.29288113|0.67806566|0.43376556|0.64652312|0.53704786|0.85402107|0.46329871|0.46821937|0.38713101|0.37182993|0.27955002|0.75105143|0.68845832|0.70658445|0.12746099|0.18808639|0.098597988|0.40833178|0.093735225|0.29943833|0.57685578|0.016544592|0.85530043|0.48749682|0.71376145|0.08160536|0.1750446|0.22773905|0.22113404|0.026683273|0.47728443|0.50365973|0.78639168|0.81909716|0.0|0.81152058|0.44579142|0.16572914|0.53618628|0.11174142|0.33369982|0.48942944|0.51696599|0.15905803|0.039685264|0.36073315|0.076069102|0.80158526|0.70492375|0.56135601|0.92789209|0.53590071|0.36856681|0.10040611|0.76644748|0.55661166|0.10846908|0.1787948|0.5878551|0.23467118|0.026094779|0.025102228|0.66221833|0.035848238|0.49825749|0.039756119|0.43509433|0.2222631|0.76709986|0.4588781|0.11240853|0.43257552|0.29818219|0.86641002|0.60270745|0.71763003|0.037342064|0.88931674|0.034815822|0.73763686|0.0|0.13624278|0.70493436|0.51658559|0.2587721|0.66204464|0.086775385|0.17469776|0.17667472|0.27699316|0.058402389|0.45664799|0.26551437|0.26224929|0.10351919|0.48024416|0.095144145|0.04492709|0.10631663|0.72940028|0.2687546|0.66153383|0.065751962|0.15800142|0.32856393|0.0|0.66149235|0.14421088|0.69215775|0.064095765|0.47402182|0.24037413|0.5783174|0.026772685|0.14616299|0.2810145|0.22760487
Cartulinas para plegadizas|0.50782156|0.40970647|0.42272413|0.26258606|0.44764888|0.40916795|0.1502772|0.53937638|0.78548384|0.60665989|0.59696656|0.1259886|0.16541238|0.50049365|0.37481228|0.12688178|0.45187166|0.68304026|0.22608633|0.22451836|0.42928317|0.12870732|0.46415141|0.36327589|0.40462464|0.26938641|0.20807317|0.23137146|0.65989584|0.30564621|0.22431996|0.15556157|0.62156379|0.15403351|0.64788097|0.46897036|0.33564901|0.098460801|0.50684357|0.62558603|0.41576627|0.17962189|0.30320251|0.10103472|0.76280886|0.69931817|0.50740111|0.46539736|0.14678228|0.47781673|0.17993802|0.53475404|0.71063983|0.71428883|0.47050509|0.34763849|0.39270806|0.35635775|0.52446824|0.20324771|0.40268797|0.48379689|0.67263329|0.20340587|0.54420739|0.48874682|0.17908837|0.195227|0.45004794|0.4188233|0.069237985|0.14136155|0.67218953|0.28263602|0.74726999|0.12875468|0.2095795|0.1123742|0.30898774|0.62125736|0.49641556|0.37319413|0.35063317|0.39966619|0.45175761|0.6661396|0.15130273|0.075374231|0.51521057|0.69122058|0.37048379|0.093918845|0.78463566|0.27233556|0.66232806|0.33047497|0.17344338|0.38923752|0.4044877|0.46924919|0.33541882|0.0|0.54789001|0.33928996|0.62072611|0.11504444|0.6725955|0.45164138|0.16574407|0.34700879|0.44772997|0.69063818|0.60956746|0.086769253|0.11545553|0.38204783|0.25755972|0.19134474|0.0|0.19881889|0.6028114|0.6405611|0.18506588|0.6149134|0.23005073|0.234073|0.33537501|0.35176355|0.62942511|0.0024552911|0.59893996|0.6475352|0.56611592|0.2315934|0.65900528|0.74906945|0.6622864|0.21102607|0.51067102|0.34627727|0.69700313|0.33136091|0.5722965|0.54296237|0.42693889|0.38024551|0.24332207|0.0|0.6832391|0.72557503|0.19200963|0.1907156|0.45149454|0.54058486|0.20760776|0.67282718|0.47741032|0.60676748|0.21353932|0.13539222|0.11048016|0.48288924|0.2461035|0.5955807|0.22188833|0.50340009|0.46107656|0.0|0.63905376|0.15337369|0.70332003|0.18384382|0.71047944|0.49363697|0.40094879|0.33043134|0.48510972|0.18760599|0.38610184|0.66463649|0.54654455|0.42421114|0.58585972|0.56460232
Caucho (artículos industriales)|0.32618123|0.40518117|0.3160055|0.27988574|0.55548054|0.55424279|0.44478208|0.45443243|0.44835359|0.76856756|0.41866994|0.38564283|0.56250656|0.38469887|0.44834876|0.51313066|0.46332178|0.46278316|0.56834245|0.50900811|0.66024673|0.45413804|0.50478333|0.61902606|0.52822542|0.5615204|0.68235511|0.5168882|0.50099993|0.78610873|0.47572142|0.5391109|0.37200558|0.55018884|0.43277925|0.47476|0.54679036|0.51340902|0.59582114|0.39179623|0.52521443|0.36808151|0.55195796|0.54493386|0.58473623|0.56472254|0.38640183|0.68620265|0.32211322|0.45906371|0.54708034|0.63589334|0.57570517|0.50276101|0.42914104|0.53205121|0.34232241|0.40572178|0.38339499|0.53887355|0.40977988|0.58207148|0.47703215|0.58158553|0.41289738|0.35111409|0.8496784|0.46223369|0.55004334|0.54172319|0.45393902|0.54337054|0.46684277|0.75506628|0.46177775|0.66650522|0.53991681|0.60045159|0.48494416|0.37722635|0.33259028|0.62128592|0.46986264|0.4072108|0.454319|0.6547401|0.55801642|0.36560524|0.55058336|0.49411803|0.54971886|0.61333406|0.50439847|0.63036299|0.59767026|0.37662905|0.62125683|0.57206804|0.5277909|0.39469117|0.43942288|0.0|0.39463657|0.4295072|0.35520476|0.27628314|0.52903903|0.49808207|0.46777278|0.37290943|0.64055502|0.54120076|0.49844104|0.53538901|0.38458097|0.4440265|0.57749873|0.39244521|0.0|0.57741541|0.48041594|0.59925902|0.69738024|0.52988857|0.45625699|0.4737018|0.46603501|0.49472636|0.49680424|0.42651623|0.36106306|0.66417205|0.57852226|0.30873269|0.64375067|0.39326271|0.38566646|0.45699611|0.45599997|0.60910726|0.44331226|0.6603421|0.4387483|0.46594381|0.35275364|0.52051198|0.30410847|0.0|0.5896188|0.5630908|0.60976011|0.61888981|0.49140042|0.38682157|0.30661955|0.42501801|0.59578127|0.51178139|0.48454005|0.47376993|0.59040427|0.36873519|0.36555538|0.54369926|0.45610696|0.59884155|0.59406495|0.41461712|0.74025434|0.38468543|0.48526394|0.46594477|0.55561543|0.54795194|0.62190741|0.51986706|0.53302932|0.55741143|0.57918203|0.33968574|0.52170843|0.55339384|0.76142067|0.69947785
