|Posición|Descripcion|conc
1606|290340|Los demás derivados halogenados de los hidrocarburos acíclicos con dos halógenos diferentes, por lo menos|290340 - Los demás derivados halogenados de los hidrocarburos acíclicos con dos halógenos diferentes, por lo menos
1607|290341|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...|290341 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...
1608|290342|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...|290342 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...
1609|290343|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...|290343 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...
1610|290344|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...|290344 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...
1611|290345|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...|290345 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...
1612|290346|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...|290346 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...
1613|290347|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...|290347 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...
1614|290348|"1,1,1,3,3-pentafluorobutano ""HFC-365mfc"" y 1,1,1,2,2,3,4,5,5,5-decafluoropentano ""HFC-43-10mee"""|"290348 - 1,1,1,3,3-pentafluorobutano ""HFC-365mfc"" y 1,1,1,2,2,3,4,5,5,5-decafluoropentano ""HFC-43-10mee"""
1615|290349|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...|290349 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos acíclicos ...
1616|290351|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos ciclánicos, ...|290351 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos ciclánicos, ...
1617|290352|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos ciclánicos, ...|290352 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos ciclánicos, ...
1618|290359|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos ciclánicos, ...|290359 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos ciclánicos, ...
1619|290361|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos aromáticos ...|290361 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos aromáticos ...
1620|290362|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos aromáticos ...|290362 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos aromáticos ...
1621|290369|Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos aromáticos ...|290369 - Derivados halogenados de los hidrocarburos : Derivados halogenados de los hidrocarburos aromáticos ...
1622|290371|Clorodifluorometano|290371 - Clorodifluorometano
1623|290372|Dichlorotrifluoroethanes|290372 - Dichlorotrifluoroethanes
1624|290373|Dichlorofluoroethanes|290373 - Dichlorofluoroethanes
1625|290374|Chlorodifluoroethanes|290374 - Chlorodifluoroethanes
1626|290375|Dichloropentafluoropropanes|290375 - Dichloropentafluoropropanes
1627|290376|Bromoclorodifluorometano, bromotrifluorometano y dibromotetrafluoroethanes|290376 - Bromoclorodifluorometano, bromotrifluorometano y dibromotetrafluoroethanes
1628|290377|Derivados halogenados de los hidrocarburos acíclicos con dos halógenos diferentes, perhalogenados ...|290377 - Derivados halogenados de los hidrocarburos acíclicos con dos halógenos diferentes, perhalogenados ...
1629|290378|Derivados halogenados de hidrocarburos acíclicos con dos halógenos diferentes, nep|290378 - Derivados halogenados de hidrocarburos acíclicos con dos halógenos diferentes, nep
1630|290379|Derivados halogenados de los hidrocarburos acíclicos con dos halógenos diferentes (sin perhalogenados, ...|290379 - Derivados halogenados de los hidrocarburos acíclicos con dos halógenos diferentes (sin perhalogenados, ...
1631|290381|1,2,3,4,5,6-hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI)|290381 - 1,2,3,4,5,6-hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI)
1632|290382|Aldrina (ISO), clordano (ISO) y heptacloro (ISO)|290382 - Aldrina (ISO), clordano (ISO) y heptacloro (ISO)
1633|290383|"Mirex """"ISO"""""""""|"290383 - Mirex """"ISO"""""""""
1634|290389|"Derivados halogenados de los hidrocarburos ciclánicos, ciclénicos o cicloterpénicos (exc. ..."""|"290389 - Derivados halogenados de los hidrocarburos ciclánicos, ciclénicos o cicloterpénicos (exc. ..."""
1635|290391|Clorobenceno, o-diclorobenceno y p-diclorobenceno|290391 - Clorobenceno, o-diclorobenceno y p-diclorobenceno
1636|290392|Hexaclorobenceno (ISO) y DDT (ISO) (clofenotane (DCI), 1,1,1-tricloro-2 ,2-bis (p-clorofenil) ...|290392 - Hexaclorobenceno (ISO) y DDT (ISO) (clofenotane (DCI), 1,1,1-tricloro-2 ,2-bis (p-clorofenil) ...
1637|290393|"Pentaclorobenceno """"ISO"""""""""|"290393 - Pentaclorobenceno """"ISO"""""""""
1638|290394|hexabromobifenilos|290394 - hexabromobifenilos
1639|290399|"Derivados halogenados de los hidrocarburos aromáticos (excluido el clorobenceno, o-diclorobenceno, ..."""|"290399 - Derivados halogenados de los hidrocarburos aromáticos (excluido el clorobenceno, o-diclorobenceno, ..."""
1640|290410|Derivados de los hidrocarburos, solamente sulfonados, sus sales y sus ésteres etílicos|290410 - Derivados de los hidrocarburos, solamente sulfonados, sus sales y sus ésteres etílicos
1641|290420|Derivados de los hidrocarburos, solamente nitrados o solamente nitrosados|290420 - Derivados de los hidrocarburos, solamente nitrados o solamente nitrosados
1642|290431|ácido sulfónico de perfluorooctano|290431 - ácido sulfónico de perfluorooctano
1643|290432|sulfonato de perfluorooctano de amonio|290432 - sulfonato de perfluorooctano de amonio
1644|290433|sulfonato de perfluorooctano litio|290433 - sulfonato de perfluorooctano litio
1645|290434|El potasio perfluorooctano sulfonato|290434 - El potasio perfluorooctano sulfonato
1646|290435|Sales de ácido sulfónico de perfluorooctano (excl. Amonio, litio y potasio perfluorooctano ...|290435 - Sales de ácido sulfónico de perfluorooctano (excl. Amonio, litio y potasio perfluorooctano ...
1647|290436|fluoruro de sulfonilo perfluorooctano|290436 - fluoruro de sulfonilo perfluorooctano
1648|290490|Derivados sulfonados, nitrados o nitrosados de los hidrocarburos, incl. halogenados (exc. solamente ...|290490 - Derivados sulfonados, nitrados o nitrosados de los hidrocarburos, incl. halogenados (exc. solamente ...
1649|290491|"Tricloronitrometano """"cloropicrina"""""""""|"290491 - Tricloronitrometano """"cloropicrina"""""""""
1650|290499|"Derivados sulfonados, nitrados o nitrosados  los hidrocarburos, incluso halogenados (exc. ..."""|"290499 - Derivados sulfonados, nitrados o nitrosados  los hidrocarburos, incluso halogenados (exc. ..."""
1651|290511|"Metanol """"alcohol metílico"""""""""|"290511 - Metanol """"alcohol metílico"""""""""
1652|290512|"Propan-1-ol """"alcohol propílico"""" y propan-2-ol """"alcohol isopropílico"""""""""|"290512 - Propan-1-ol """"alcohol propílico"""" y propan-2-ol """"alcohol isopropílico"""""""""
1653|290513|"Butan-1-ol """"alcohol n-butílico"""""""""|"290513 - Butan-1-ol """"alcohol n-butílico"""""""""
1654|290514|"Butanoles (exc. butan-1-ol """"alcohol n-butílico"""")"""""|"290514 - Butanoles (exc. butan-1-ol """"alcohol n-butílico"""")"""""
1655|290515|"Pentanol """"alcohol amílico"""" y sus isómeros"""""|"290515 - Pentanol """"alcohol amílico"""" y sus isómeros"""""
1656|290516|"Octanol """"alcohol octílico"""" y sus isómeros"""""|"290516 - Octanol """"alcohol octílico"""" y sus isómeros"""""
1657|290517|"Dodecan-1-ol """"alcohol laurílico"""", hexadecan-1-ol """"alcohol cetílico"""" y octadecan-1-ol """"alcohol ..."""|"290517 - Dodecan-1-ol """"alcohol laurílico"""", hexadecan-1-ol """"alcohol cetílico"""" y octadecan-1-ol """"alcohol ..."""
1658|290519|"Monoalcoholes acíclicos saturados (exc. metanol """"alcohol metílico"""", propan-1-ol """"alcohol ..."""|"290519 - Monoalcoholes acíclicos saturados (exc. metanol """"alcohol metílico"""", propan-1-ol """"alcohol ..."""
1659|290521|Alcohol alilico.|290521 - Alcohol alilico.
1660|290522|Alcoholes terpénicos acíclicos|290522 - Alcoholes terpénicos acíclicos
1661|290529|Monoalcoholes acíclicos no saturados (exc. alcoholes terpénicos acíclicos)|290529 - Monoalcoholes acíclicos no saturados (exc. alcoholes terpénicos acíclicos)
1662|290531|"Etilenglicol """"etanodiol"""""""""|"290531 - Etilenglicol """"etanodiol"""""""""
1663|290532|"Propilenglicol """"propano-1,2-diol"""""""""|"290532 - Propilenglicol """"propano-1,2-diol"""""""""
1664|290539|"Dioles acíclicos (exc. etilenglicol """"etanodiol"""" y propilenglicol """"propano-1,2-diol"""")"""""|"290539 - Dioles acíclicos (exc. etilenglicol """"etanodiol"""" y propilenglicol """"propano-1,2-diol"""")"""""
1665|290541|"2-Etil-2-""""hidroximetil""""propano-1,3-diol """"trimetilolpropano"""""""""|"290541 - 2-Etil-2-""""hidroximetil""""propano-1,3-diol """"trimetilolpropano"""""""""
1666|290542|"Pentaeritritol """"pentaeritrita"""""""""|"290542 - Pentaeritritol """"pentaeritrita"""""""""
1667|290543|Manitol|290543 - Manitol
1668|290544|"D-glucitol """"sorbitol"""""""""|"290544 - D-glucitol """"sorbitol"""""""""
1669|290545|Glicerol|290545 - Glicerol
1670|290549|"Tri- y otros polialcoholes acíclicos (exc. 2-etil-2-""""hidroximetil""""propan-1,3- diol """"trimetilolpropano"""", ..."""|"290549 - Tri- y otros polialcoholes acíclicos (exc. 2-etil-2-""""hidroximetil""""propan-1,3- diol """"trimetilolpropano"""", ..."""
1671|290550|Derivados halogenados, sulfonados, nitrados o nitrosados de alcoholes aciclicos.|290550 - Derivados halogenados, sulfonados, nitrados o nitrosados de alcoholes aciclicos.
1672|290551|"Etclorvinol """"DCI"""""""""|"290551 - Etclorvinol """"DCI"""""""""
1673|290559|"Derivados halogenados, sulfonados, nitrados o nitrosados de los alcoholes acíclicos (exc. ..."""|"290559 - Derivados halogenados, sulfonados, nitrados o nitrosados de los alcoholes acíclicos (exc. ..."""
1674|290611|Mentol|290611 - Mentol
1675|290612|Ciclohexanol, metilciclohexanoles y dimetilciclohexanoles|290612 - Ciclohexanol, metilciclohexanoles y dimetilciclohexanoles
1676|290613|Esteroles e inositoles|290613 - Esteroles e inositoles
1677|290614|Terpineoles|290614 - Terpineoles
1678|290619|Alcoholes ciclánicos, ciclénicos o cicloterpénicos y sus derivados halogenados, sulfonados, ...|290619 - Alcoholes ciclánicos, ciclénicos o cicloterpénicos y sus derivados halogenados, sulfonados, ...
1679|290621|Alcohol bencílico|290621 - Alcohol bencílico
1680|290629|Alcoholes cíclicos aromáticos y sus derivados halogenados, sulfonados, nitrados o nitrosados ...|290629 - Alcoholes cíclicos aromáticos y sus derivados halogenados, sulfonados, nitrados o nitrosados ...
1681|290711|"Fenol """"hidroxibenceno"""" y sus sales"""""|"290711 - Fenol """"hidroxibenceno"""" y sus sales"""""
1682|290712|Cresoles y sus sales|290712 - Cresoles y sus sales
1683|290713|Octilfenol, nonilfenol y sus isómeros; sales de estos productos|290713 - Octilfenol, nonilfenol y sus isómeros; sales de estos productos
1684|290714|Xilenoles y sus sales|290714 - Xilenoles y sus sales
1685|290715|Naftoles y sus sales|290715 - Naftoles y sus sales
1686|290719|"Monopenol (exc. penol """"hidoxibenzano"""" y sales, octipenol, nonipenol"""""|"290719 - Monopenol (exc. penol """"hidoxibenzano"""" y sales, octipenol, nonipenol"""""
1687|290721|Resorcinol y sus sales|290721 - Resorcinol y sus sales
1688|290722|Hidroquinona y sus sales|290722 - Hidroquinona y sus sales
1689|290723|"4,4'-Isopropilidendifenol """"bisfenol A, difenilolpropano"""" y sus sales"""""|"290723 - 4,4'-Isopropilidendifenol """"bisfenol A, difenilolpropano"""" y sus sales"""""
1690|290729|"Polifenoles y fenoles-alcoholes (exc. resorcinol y sus sales; hidroquinona y sus sales; 4,4'-isopropilidendifenol ..."""|"290729 - Polifenoles y fenoles-alcoholes (exc. resorcinol y sus sales; hidroquinona y sus sales; 4,4'-isopropilidendifenol ..."""
1691|290730|Fenoles-alcoholes.|290730 - Fenoles-alcoholes.
1692|290810|Derivados solamente halogenados de los fenoles o de los fenoles- alcoholes y sus sales|290810 - Derivados solamente halogenados de los fenoles o de los fenoles- alcoholes y sus sales
1693|290811|"Pentacloropenol """"ISO"""""""""|"290811 - Pentacloropenol """"ISO"""""""""
1694|290819|Derivados solamente halogenados de los fenoles o de los fenoles- alcoholes y sus sales (exc. ...|290819 - Derivados solamente halogenados de los fenoles o de los fenoles- alcoholes y sus sales (exc. ...
1695|290820|Derivados solamente sulfonados de los fenoles o de los fenoles- alcoholes, sus sales y sus ...|290820 - Derivados solamente sulfonados de los fenoles o de los fenoles- alcoholes, sus sales y sus ...
1696|290890|Derivados halogenados, sulfonados, nitrados o nitrosados, de los fenoles o de los fenoles-alcoholes ...|290890 - Derivados halogenados, sulfonados, nitrados o nitrosados, de los fenoles o de los fenoles-alcoholes ...
1697|290891|"Sulgonados """"ISO"""" y sus sales"""""|"290891 - Sulgonados """"ISO"""" y sus sales"""""
1698|290892|4,6-dinitro-o-cresol (DNOC (ISO)) y sus sales|290892 - 4,6-dinitro-o-cresol (DNOC (ISO)) y sus sales
1699|290899|Derivados halogenados, sulfonados, nitrados o nitrosados ??de los fenoles o fenoles-alcoholes ...|290899 - Derivados halogenados, sulfonados, nitrados o nitrosados ??de los fenoles o fenoles-alcoholes ...
1700|290911|"Éter dietílico """"óxido de dietilo"""""""""|"290911 - Éter dietílico """"óxido de dietilo"""""""""
1701|290919|"Éteres acíclicos y sus derivados halogenados, sulfonados, nitrados o nitrosados (exc. éter ..."""|"290919 - Éteres acíclicos y sus derivados halogenados, sulfonados, nitrados o nitrosados (exc. éter ..."""
1702|290920|Éteres ciclánicos, ciclénicos, cicloterpénicos y sus derivados halogenados, sulfonados, nitrados ...|290920 - Éteres ciclánicos, ciclénicos, cicloterpénicos y sus derivados halogenados, sulfonados, nitrados ...
1703|290930|Éteres aromáticos y sus derivados halogenados, sulfonados, nitrados o nitrosados|290930 - Éteres aromáticos y sus derivados halogenados, sulfonados, nitrados o nitrosados
1704|290941|"2,2'-Oxidietanol """"dietilenglicol"""""""""|"290941 - 2,2'-Oxidietanol """"dietilenglicol"""""""""
1705|290942|Éteres monometílicos del etilenglicol o del dietilenglicol|290942 - Éteres monometílicos del etilenglicol o del dietilenglicol
1706|290943|Éteres monobutílicos del etilenglicol o del dietilenglicol|290943 - Éteres monobutílicos del etilenglicol o del dietilenglicol
1707|290944|"Éteres monoalquílicos del etilenglicol o del dietilenglicol (exc. 2,2'-oxidietanol """"dietilenglicol"""", ..."""|"290944 - Éteres monoalquílicos del etilenglicol o del dietilenglicol (exc. 2,2'-oxidietanol """"dietilenglicol"""", ..."""
1708|290949|"Éteres-alcoholes y sus derivados halogenados, sulfonados, nitrados o nitrosados (exc. 2,2'-oxidietanol ..."""|"290949 - Éteres-alcoholes y sus derivados halogenados, sulfonados, nitrados o nitrosados (exc. 2,2'-oxidietanol ..."""
1709|290950|Éteres-fenoles, éteres-alcoholes-fenoles y sus derivados halogenados, sulfonados, nitrados ...|290950 - Éteres-fenoles, éteres-alcoholes-fenoles y sus derivados halogenados, sulfonados, nitrados ...
1710|290960|Peróxidos de alcohol, peróxidos de éter, peróxidos de acetal y hemiacetal, peróxidos de cetona ...|290960 - Peróxidos de alcohol, peróxidos de éter, peróxidos de acetal y hemiacetal, peróxidos de cetona ...
1711|291010|"Oxirano """"óxido de etileno"""""""""|"291010 - Oxirano """"óxido de etileno"""""""""
1712|291020|"Metiloxirano """"óxido de propileno"""""""""|"291020 - Metiloxirano """"óxido de propileno"""""""""
1713|291030|"1-Cloro-2,3-epoxipropano """"epiclorhidrina"""""""""|"291030 - 1-Cloro-2,3-epoxipropano """"epiclorhidrina"""""""""
1714|291040|"Dieldrin """"ISO""""""""INN"""""""""|"291040 - Dieldrin """"ISO""""""""INN"""""""""
1715|291050|"La endrina """"ISO"""""""""|"291050 - La endrina """"ISO"""""""""
1716|291090|"Epóxidos, epoxialcoholes, epoxifenoles y epoxiéteres, con tres átomos en el ciclo, y sus derivados ..."""|"291090 - Epóxidos, epoxialcoholes, epoxifenoles y epoxiéteres, con tres átomos en el ciclo, y sus derivados ..."""
1717|291100|Acetales y hemiacetales, incluso con otras funciones oxigenadas, y sus derivados halogenados, ...|291100 - Acetales y hemiacetales, incluso con otras funciones oxigenadas, y sus derivados halogenados, ...
1718|291211|"Metanal """"formaldehído"""""""""|"291211 - Metanal """"formaldehído"""""""""
1719|291212|"Etanal """"acetaldehído"""""""""|"291212 - Etanal """"acetaldehído"""""""""
1720|291213|"Butanal """"butiraldehído, isómero normal"""""""""|"291213 - Butanal """"butiraldehído, isómero normal"""""""""
1721|291219|Aldehídos acíclicos sin otras funciones oxigenadas (sin metanal [formaldehído] y etanal [a ...|291219 - Aldehídos acíclicos sin otras funciones oxigenadas (sin metanal [formaldehído] y etanal [a ...
1722|291221|"Benzaldehído """"aldehído benzoico"""""""""|"291221 - Benzaldehído """"aldehído benzoico"""""""""
1723|291229|"Aldehídos cíclicos sin otras funciones oxigenadas (exc. benzaldehído """"aldehído benzoico"""")"""""|"291229 - Aldehídos cíclicos sin otras funciones oxigenadas (exc. benzaldehído """"aldehído benzoico"""")"""""
1724|291230|Aldehídos, incluso con otras funciones oxigenadas; polímeros cíclicos de los aldehídos; paraformaldehído ...|291230 - Aldehídos, incluso con otras funciones oxigenadas; polímeros cíclicos de los aldehídos; paraformaldehído ...
1725|291241|"Vainillina """"aldehído metilprotocatéquico"""""""""|"291241 - Vainillina """"aldehído metilprotocatéquico"""""""""
1726|291242|"Etilvainillina """"aldehído etilprotocatéquico"""""""""|"291242 - Etilvainillina """"aldehído etilprotocatéquico"""""""""
1727|291249|"Alcoholes aldehídos, éteres aldehídos, aldehídos-fenoles y aldehídos con otras funciones oxigenadas ..."""|"291249 - Alcoholes aldehídos, éteres aldehídos, aldehídos-fenoles y aldehídos con otras funciones oxigenadas ..."""
1728|291250|Polímeros cíclicos de los aldehídos|291250 - Polímeros cíclicos de los aldehídos
1729|291260|Paraformaldehído|291260 - Paraformaldehído
1730|291300|Derivados halogenados, sulfonados, nitrados o nitrosados de los productos de la partida 2912|291300 - Derivados halogenados, sulfonados, nitrados o nitrosados de los productos de la partida 2912
1731|291411|Acetona|291411 - Acetona
1732|291412|"Butanona """"metiletilcetona"""""""""|"291412 - Butanona """"metiletilcetona"""""""""
1733|291413|"4-Metilpentan-2-ona """"metilisobutilcetona"""""""""|"291413 - 4-Metilpentan-2-ona """"metilisobutilcetona"""""""""
1734|291419|"Cetonas acíclicas sin otras funciones oxigenadas (exc. acetona, butanona """"metiletilcetona"""" ..."""|"291419 - Cetonas acíclicas sin otras funciones oxigenadas (exc. acetona, butanona """"metiletilcetona"""" ..."""
1735|291421|Cetonas y quinonas, incluso con otras funciones oxigenadas, y sus derivados halogenados, sulfonados, ...|291421 - Cetonas y quinonas, incluso con otras funciones oxigenadas, y sus derivados halogenados, sulfonados, ...
1736|291422|Ciclohexanona y metilciclohexanonas|291422 - Ciclohexanona y metilciclohexanonas
1737|291423|Iononas y metiliononas|291423 - Iononas y metiliononas
1738|291429|Cetonas ciclánicos, ciclénicos o cicloterpénicos, sin otras funciones oxigenadas (sin ciclohexanona, ...|291429 - Cetonas ciclánicos, ciclénicos o cicloterpénicos, sin otras funciones oxigenadas (sin ciclohexanona, ...
1739|291430|Cetonas aromáticas sin otras funciones oxigenadas.|291430 - Cetonas aromáticas sin otras funciones oxigenadas.
1740|291431|"Fenilacetona """"fenilpropan-2-ona"""""""""|"291431 - Fenilacetona """"fenilpropan-2-ona"""""""""
1741|291439|"Cetonas aromáticas sin otras funciones oxigenadas (exc. fenilacetona """"fenilpropan-2-ona"""")"""""|"291439 - Cetonas aromáticas sin otras funciones oxigenadas (exc. fenilacetona """"fenilpropan-2-ona"""")"""""
1742|291440|Cetonas-alcoholes y cetonas-aldehídos|291440 - Cetonas-alcoholes y cetonas-aldehídos
1743|291441|4-hidroxi-4-metilpentan-2-ona(diacetona-alcohol).|291441 - 4-hidroxi-4-metilpentan-2-ona(diacetona-alcohol).
1744|291449|Las demás cetonas-alcoholes y cetonas-aldehídos.|291449 - Las demás cetonas-alcoholes y cetonas-aldehídos.
1745|291450|Cetonas-fenoles y cetonas con otras funciones oxigenadas|291450 - Cetonas-fenoles y cetonas con otras funciones oxigenadas
1746|291461|Antraquinona|291461 - Antraquinona
1747|291462|"La coenzima Q10 """"ubidecarenona"""" INN """""""""""""|"291462 - La coenzima Q10 """"ubidecarenona"""" INN """""""""""""
1748|291469|Quinonas (exc. antraquinona)|291469 - Quinonas (exc. antraquinona)
1749|291470|Derivados halogenados, sulfonados, nitrados o nitrosados, de las cetonas o de las quinonas ...|291470 - Derivados halogenados, sulfonados, nitrados o nitrosados, de las cetonas o de las quinonas ...
1750|291471|"Clordecona """"ISO"""""""""|"291471 - Clordecona """"ISO"""""""""
1751|291479|"Derivados halogenados, sulfonados, nitrados o nitrosados, de las cetonas o quinonas (excl. ..."""|"291479 - Derivados halogenados, sulfonados, nitrados o nitrosados, de las cetonas o quinonas (excl. ..."""
1752|291511|Ácido fórmico|291511 - Ácido fórmico
1753|291512|Sales del ácido fórmico|291512 - Sales del ácido fórmico
1754|291513|Ésteres del ácido fórmico|291513 - Ésteres del ácido fórmico
1755|291521|Ácido acético|291521 - Ácido acético
1756|291522|Acetato de sodio|291522 - Acetato de sodio
1757|291523|Acetatos de cobalto|291523 - Acetatos de cobalto
1758|291524|Anhídrido acético|291524 - Anhídrido acético
1759|291529|Sales del ácido acético (exc. compuestos inorgánicos u orgánicos de mercurio)|291529 - Sales del ácido acético (exc. compuestos inorgánicos u orgánicos de mercurio)
1760|291531|Acetato de etilo|291531 - Acetato de etilo
1761|291532|Acetato de vinilo|291532 - Acetato de vinilo
1762|291533|Acetato de n-butilo|291533 - Acetato de n-butilo
1763|291534|Acetato de isobutilo|291534 - Acetato de isobutilo
1764|291535|Acetato de 2-etoxietilo|291535 - Acetato de 2-etoxietilo
1765|291536|"Acetato dinosebo """"ISO"""""""""|"291536 - Acetato dinosebo """"ISO"""""""""
1766|291539|Acetato de ácido acetico ( excl. etil, vinil, n-butil y dinoseb ISO acetatos)|291539 - Acetato de ácido acetico ( excl. etil, vinil, n-butil y dinoseb ISO acetatos)
1767|291540|Ácidos mono-, di- o tricloroacéticos, sus sales y sus ésteres|291540 - Ácidos mono-, di- o tricloroacéticos, sus sales y sus ésteres
1768|291550|Ácido propiónico, sus sales y sus ésteres|291550 - Ácido propiónico, sus sales y sus ésteres
1769|291560|Ácidos butanoicos, ácidos pentanoicos, sus sales y sus ésteres|291560 - Ácidos butanoicos, ácidos pentanoicos, sus sales y sus ésteres
1770|291570|El ácido palmítico, ácido esteárico, sus sales y sus ésteres|291570 - El ácido palmítico, ácido esteárico, sus sales y sus ésteres
1771|291590|Ácidos monocarboxílicos acíclicos, sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus ...|291590 - Ácidos monocarboxílicos acíclicos, sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus ...
1772|291611|Ácido acrílico y sus sales|291611 - Ácido acrílico y sus sales
1773|291612|Ésteres del ácido acrílico|291612 - Ésteres del ácido acrílico
1774|291613|Ácido metacrílico y sus sales|291613 - Ácido metacrílico y sus sales
1775|291614|Ésteres del ácido metacrílico|291614 - Ésteres del ácido metacrílico
1776|291615|Ácidos oleico, linoleico o linolénico, sus sales y sus ésteres (exc. compuestos inorgánicos ...|291615 - Ácidos oleico, linoleico o linolénico, sus sales y sus ésteres (exc. compuestos inorgánicos ...
1777|291616|Binapacril (ISO)|291616 - Binapacril (ISO)
1778|291619|Ácidos monocarboxílicos acíclicos, sus anhídridos, halogenuros, peróxidos, peroxiácidos y sus ...|291619 - Ácidos monocarboxílicos acíclicos, sus anhídridos, halogenuros, peróxidos, peroxiácidos y sus ...
1779|291620|Ácidos monocarboxílicos ciclánicos, ciclénicos o cicloterpénicos, sus anhídridos, halogenuros, ...|291620 - Ácidos monocarboxílicos ciclánicos, ciclénicos o cicloterpénicos, sus anhídridos, halogenuros, ...
1780|291631|Ácido benzoico, sus sales y sus ésteres (exc. compuestos inorgánicos u orgánicos de mercurio)|291631 - Ácido benzoico, sus sales y sus ésteres (exc. compuestos inorgánicos u orgánicos de mercurio)
1781|291632|Peróxido de benzoilo y cloruro de benzoilo|291632 - Peróxido de benzoilo y cloruro de benzoilo
1782|291633|Ácido fenilacético, sus sales y sus ésteres.|291633 - Ácido fenilacético, sus sales y sus ésteres.
1783|291634|Ácido fenilacético y sus sales|291634 - Ácido fenilacético y sus sales
1784|291635|Ácidos monocarboxílicos acíclicos no saturados y ácidos monocarboxílicos cíclicos, sus anhídridos, ...|291635 - Ácidos monocarboxílicos acíclicos no saturados y ácidos monocarboxílicos cíclicos, sus anhídridos, ...
1785|291636|Ácidos monocarboxílicos acíclicos no saturados y ácidos monocarboxílicos cíclicos, sus anhídridos, ...|291636 - Ácidos monocarboxílicos acíclicos no saturados y ácidos monocarboxílicos cíclicos, sus anhídridos, ...
1786|291639|Ácidos monocarboxílicos aromáticos, sus anhídridos, halogenuros, peróxidos, peroxiácidos y ...|291639 - Ácidos monocarboxílicos aromáticos, sus anhídridos, halogenuros, peróxidos, peroxiácidos y ...
1787|291711|Ácido oxálico, sus sales y sus ésteres (exc. compuestos inorgánicos u orgánicos de mercurio)|291711 - Ácido oxálico, sus sales y sus ésteres (exc. compuestos inorgánicos u orgánicos de mercurio)
1788|291712|Ácido adípico y sus sales y ésteres|291712 - Ácido adípico y sus sales y ésteres
1789|291713|Ácido azelaico, ácido sebácico, sus sales y sus ésteres|291713 - Ácido azelaico, ácido sebácico, sus sales y sus ésteres
1790|291714|Anhídrido maleico|291714 - Anhídrido maleico
1791|291719|Ácidos policarboxílicos acíclicos, sus anhídridos, halogenuros, peróxidos, peroxiácidos y sus ...|291719 - Ácidos policarboxílicos acíclicos, sus anhídridos, halogenuros, peróxidos, peroxiácidos y sus ...
1792|291720|Ácidos policarboxílicos ciclánicos, ciclénicos o cicloterpénicos, sus anhídridos, halogenuros, ...|291720 - Ácidos policarboxílicos ciclánicos, ciclénicos o cicloterpénicos, sus anhídridos, halogenuros, ...
1793|291731|Ortoftalatos de dibutilo|291731 - Ortoftalatos de dibutilo
1794|291732|Ortoftalatos de dioctilo|291732 - Ortoftalatos de dioctilo
1795|291733|Ortoftalatos de dinonilo o didecilo|291733 - Ortoftalatos de dinonilo o didecilo
1796|291734|Ésteres del ácido ortoftálico (sin dioctilo, dinonilo o Ortoftalatos Didecil)|291734 - Ésteres del ácido ortoftálico (sin dioctilo, dinonilo o Ortoftalatos Didecil)
1797|291735|Anhídrido ftálico|291735 - Anhídrido ftálico
1798|291736|Ácido tereftálico y sus sales|291736 - Ácido tereftálico y sus sales
1799|291737|Tereftalato de dimetilo|291737 - Tereftalato de dimetilo
