|Posición|Descripcion|conc
4138|630520|"Sacos """"bolsas"""" y talegas, para envasar, de algodón"""""|"630520 - Sacos """"bolsas"""" y talegas, para envasar, de algodón"""""
4139|630531|Sacos (bolsas) y talegas, para envasar|630531 - Sacos (bolsas) y talegas, para envasar
4140|630532|Continentes intermedios flexibles para productos a granel, para envasar, de materia textil ...|630532 - Continentes intermedios flexibles para productos a granel, para envasar, de materia textil ...
4141|630533|"Sacos """"bolsas"""" y talegas, para envasar, de tiras o formas simil., de polietileno o polipropileno ..."""|"630533 - Sacos """"bolsas"""" y talegas, para envasar, de tiras o formas simil., de polietileno o polipropileno ..."""
4142|630539|"Sacos """"bolsas"""" y talegas, para envasar, de fibras sintéticas o artificiales (exc. de tiras ..."""|"630539 - Sacos """"bolsas"""" y talegas, para envasar, de fibras sintéticas o artificiales (exc. de tiras ..."""
4143|630590|"Sacos """"bolsas"""" y talegas, para envasar, de materia textil (exc. de fibras sintéticas o artificiales, ..."""|"630590 - Sacos """"bolsas"""" y talegas, para envasar, de materia textil (exc. de fibras sintéticas o artificiales, ..."""
4144|630611|Toldos de cualquier clase, de algodón (exc. protectores planos de tejidos ligeros confeccionados ...|630611 - Toldos de cualquier clase, de algodón (exc. protectores planos de tejidos ligeros confeccionados ...
4145|630612|Toldos de cualquier clase, de fibras sintéticas (exc. protectores planos de tejidos ligeros ...|630612 - Toldos de cualquier clase, de fibras sintéticas (exc. protectores planos de tejidos ligeros ...
4146|630619|Toldos de cualquier clase, de materia textil (exc. de algodón o de fibras sintéticas, así como ...|630619 - Toldos de cualquier clase, de materia textil (exc. de algodón o de fibras sintéticas, así como ...
4147|630621|"Tiendas """"carpas"""" de algodón (exc. quitasoles-tienda)"""""|"630621 - Tiendas """"carpas"""" de algodón (exc. quitasoles-tienda)"""""
4148|630622|"Tiendas """"carpas"""" de fibras sintéticas (exc. quitasoles-tienda)"""""|"630622 - Tiendas """"carpas"""" de fibras sintéticas (exc. quitasoles-tienda)"""""
4149|630629|"Tiendas """"carpas"""" de materia textil (exc. de algodón o de fibras sintéticas, así como las ..."""|"630629 - Tiendas """"carpas"""" de materia textil (exc. de algodón o de fibras sintéticas, así como las ..."""
4150|630630|Velas para embarcaciones, deslizadores o vehículos terrestres, de materia textil|630630 - Velas para embarcaciones, deslizadores o vehículos terrestres, de materia textil
4151|630631|Velas para embarcaciones, deslizadores o vehículos terrestres, de fibras sintéticas|630631 - Velas para embarcaciones, deslizadores o vehículos terrestres, de fibras sintéticas
4152|630639|Velas para embarcaciones, deslizadores o vehículos terrestres, de materia textil (exc. de fibras ...|630639 - Velas para embarcaciones, deslizadores o vehículos terrestres, de materia textil (exc. de fibras ...
4153|630640|Colchones neumáticos de materia textil|630640 - Colchones neumáticos de materia textil
4154|630641|Colchones neumáticos de algodón|630641 - Colchones neumáticos de algodón
4155|630649|Colchones neumáticos de materia textil (exc. de algodón)|630649 - Colchones neumáticos de materia textil (exc. de algodón)
4156|630690|Artículos de acampar de materias textiles (excepto tiendas de campaña, toldos contra el sol, ...|630690 - Artículos de acampar de materias textiles (excepto tiendas de campaña, toldos contra el sol, ...
4157|630691|Toldos de cualquier clase; tiendas (carpas), velas para embarcaciones, deslizadores o vehículos ...|630691 - Toldos de cualquier clase; tiendas (carpas), velas para embarcaciones, deslizadores o vehículos ...
4158|630699|Toldos de cualquier clase; tiendas (carpas), velas para embarcaciones, deslizadores o vehículos ...|630699 - Toldos de cualquier clase; tiendas (carpas), velas para embarcaciones, deslizadores o vehículos ...
4159|630710|"Paños para fregar o lavar """"bayetas, paños rejilla"""", franelas y artículos simil. para limpieza, ..."""|"630710 - Paños para fregar o lavar """"bayetas, paños rejilla"""", franelas y artículos simil. para limpieza, ..."""
4160|630720|Cinturones y chalecos salvavidas, de todo tipo de materia textil|630720 - Cinturones y chalecos salvavidas, de todo tipo de materia textil
4161|630790|Artículos de materia textil, confeccionados, incl. los patrones para prendas de vestir, n.c.o.p.|630790 - Artículos de materia textil, confeccionados, incl. los patrones para prendas de vestir, n.c.o.p.
4162|630800|Juegos constituidos por piezas de tejido e hilados, incluso con accesorios, para la confección ...|630800 - Juegos constituidos por piezas de tejido e hilados, incluso con accesorios, para la confección ...
4163|630900|Artículos de prendería|630900 - Artículos de prendería
4164|631010|Trapos de todo tipo de materia textil, así como cordeles, cuerdas y cordajes, de materia textil, ...|631010 - Trapos de todo tipo de materia textil, así como cordeles, cuerdas y cordajes, de materia textil, ...
4165|631090|Trapos de todo tipo de materia textil, así como cordeles, cuerdas y cordajes, de materia textil, ...|631090 - Trapos de todo tipo de materia textil, así como cordeles, cuerdas y cordajes, de materia textil, ...
4166|640110|Calzado impermeable con suela de metal, cuya parte sup. no esté unida a la suela por costura ...|640110 - Calzado impermeable con suela de metal, cuya parte sup. no esté unida a la suela por costura ...
4167|640191|Calzado impermeable con suela y parte superior de caucho o de plástico, cuya parte superior ...|640191 - Calzado impermeable con suela y parte superior de caucho o de plástico, cuya parte superior ...
4168|640192|Calzado impermeable con suela y parte superior de caucho o de plástico, cuya parte superior ...|640192 - Calzado impermeable con suela y parte superior de caucho o de plástico, cuya parte superior ...
4169|640199|Calzado impermeable con suela y parte superior de caucho o de plástico, cuya parte superior ...|640199 - Calzado impermeable con suela y parte superior de caucho o de plástico, cuya parte superior ...
4170|640211|Calzado con suela y parte superior (corte) de caucho o de plástico, para deporte de esquí.|640211 - Calzado con suela y parte superior (corte) de caucho o de plástico, para deporte de esquí.
4171|640212|"Calzado de esquí y calzado para la práctica de """"snowboard"""" """"tabla para nieve"""", con suela ..."""|"640212 - Calzado de esquí y calzado para la práctica de """"snowboard"""" """"tabla para nieve"""", con suela ..."""
4172|640219|"Calzado de deporte con suela y parte superior de caucho o plástico (exc. calzado impermeable ..."""|"640219 - Calzado de deporte con suela y parte superior de caucho o plástico (exc. calzado impermeable ..."""
4173|640220|"Calzado con suela y parte superior de caucho o plástico, con la parte superior de tiras o ..."""|"640220 - Calzado con suela y parte superior de caucho o plástico, con la parte superior de tiras o ..."""
4174|640230|Calzado con suela y parte superior de caucho o plástico, con puntera metálica de protección ...|640230 - Calzado con suela y parte superior de caucho o plástico, con puntera metálica de protección ...
4175|640291|Calzado con suela y parte superior de caucho o plástico, con puntera metálica de protección ...|640291 - Calzado con suela y parte superior de caucho o plástico, con puntera metálica de protección ...
4176|640299|"Calzado con suela y parte superior de caucho o plástico (exc. el que cubra el tobillo o con ..."""|"640299 - Calzado con suela y parte superior de caucho o plástico (exc. el que cubra el tobillo o con ..."""
4177|640311|Calzado para esquí, con suela de caucho, plástico, cuero natural, artificial o regenerado y parte superior (corte) de cuero natural|640311 - Calzado para esquí, con suela de caucho, plástico, cuero natural, artificial o regenerado y parte superior (corte) de cuero natural
4178|640312|"Calzado de esquí y calzado para la práctica de """"snowboard"""" """"tabla para nieve"""", con suela ..."""|"640312 - Calzado de esquí y calzado para la práctica de """"snowboard"""" """"tabla para nieve"""", con suela ..."""
4179|640319|"Calzado de deporte con suela de caucho, plástico, cuero natural o regenerado y parte superior ..."""|"640319 - Calzado de deporte con suela de caucho, plástico, cuero natural o regenerado y parte superior ..."""
4180|640320|Calzado con suela de cuero natural y parte superior de tiras de cuero natural que pasen por ...|640320 - Calzado con suela de cuero natural y parte superior de tiras de cuero natural que pasen por ...
4181|640330|Calzado con parte superior de cuero natural y con palmilla o plataforma de madera, sin plantillas ...|640330 - Calzado con parte superior de cuero natural y con palmilla o plataforma de madera, sin plantillas ...
4182|640340|Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de cuero ...|640340 - Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de cuero ...
4183|640351|Calzado con suela y parte superior de cuero natural, que cubra el tobillo (exc. con puntera ...|640351 - Calzado con suela y parte superior de cuero natural, que cubra el tobillo (exc. con puntera ...
4184|640359|Calzado con suela y parte superior de cuero natural (exc. el que cubra el tobillo o con puntera ...|640359 - Calzado con suela y parte superior de cuero natural (exc. el que cubra el tobillo o con puntera ...
4185|640391|Calzado con suela de caucho, plástico, cuero regenerado y parte superior de cuero natural, ...|640391 - Calzado con suela de caucho, plástico, cuero regenerado y parte superior de cuero natural, ...
4186|640399|Calzado con suela de caucho, plástico, cuero regenerado y parte superior de cuero natural (exc. ...|640399 - Calzado con suela de caucho, plástico, cuero regenerado y parte superior de cuero natural (exc. ...
4187|640411|Calzado de deporte, incl. calzado de tenis, baloncesto, gimnasia, entrenamiento y calzados ...|640411 - Calzado de deporte, incl. calzado de tenis, baloncesto, gimnasia, entrenamiento y calzados ...
4188|640419|Calzado con suela de caucho o plástico y parte superior de materia textil (exc. calzado de ...|640419 - Calzado con suela de caucho o plástico y parte superior de materia textil (exc. calzado de ...
4189|640420|Calzado con suela de cuero natural o regenerado y parte superior de materia textil (exc. calzado ...|640420 - Calzado con suela de cuero natural o regenerado y parte superior de materia textil (exc. calzado ...
4190|640510|Calzado con parte superior de cuero natural o regenerado (exc. con suela de caucho, plástico, ...|640510 - Calzado con parte superior de cuero natural o regenerado (exc. con suela de caucho, plástico, ...
4191|640520|Calzado con parte superior de materia textil (exc. con suela de caucho, plástico o cuero natural ...|640520 - Calzado con parte superior de materia textil (exc. con suela de caucho, plástico o cuero natural ...
4192|640590|Calzado con suela de caucho o plástico y parte superior de materia distinto del caucho, el ...|640590 - Calzado con suela de caucho o plástico y parte superior de materia distinto del caucho, el ...
4193|640610|"Partes superiores de calzado y sus partes (exc. contrafuertes y punteras duras, así como artículos ..."""|"640610 - Partes superiores de calzado y sus partes (exc. contrafuertes y punteras duras, así como artículos ..."""
4194|640620|"Suelas y tacones """"tacos"""", de caucho o plástico"""""|"640620 - Suelas y tacones """"tacos"""", de caucho o plástico"""""
4195|640690|Partes de calzado; extraíble plantillas, taloneras y artículos similares, polainas, botines ...|640690 - Partes de calzado; extraíble plantillas, taloneras y artículos similares, polainas, botines ...
4196|640691|Partes de calzado, incluidas las partes superiores fijadas a las palmillas distintas de la ...|640691 - Partes de calzado, incluidas las partes superiores fijadas a las palmillas distintas de la ...
4197|640699|Partes de calzado, incluidas las partes superiores fijadas a las palmillas distintas de la ...|640699 - Partes de calzado, incluidas las partes superiores fijadas a las palmillas distintas de la ...
4198|650100|Cascos sin forma ni acabado, platos (discos) y cilindros, aunque estén cortados en el sentido ...|650100 - Cascos sin forma ni acabado, platos (discos) y cilindros, aunque estén cortados en el sentido ...
4199|650200|Cascos para sombreros, trenzados o fabricados por unión de tiras de cualquier materia, sin ...|650200 - Cascos para sombreros, trenzados o fabricados por unión de tiras de cualquier materia, sin ...
4200|650300|Sombreros y demás tocados de fieltro fabricados con cascos o platos de la partida 6501, incl. ...|650300 - Sombreros y demás tocados de fieltro fabricados con cascos o platos de la partida 6501, incl. ...
4201|650400|Sombreros y demás tocados, trenzados o fabricados por unión de tiras de cualquier materia, ...|650400 - Sombreros y demás tocados, trenzados o fabricados por unión de tiras de cualquier materia, ...
4202|650500|Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil, ...|650500 - Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil, ...
4203|650510|Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil ...|650510 - Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil ...
4204|650590|Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil ...|650590 - Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil ...
4205|650610|Cascos de seguridad, incl. guarnecidos|650610 - Cascos de seguridad, incl. guarnecidos
4206|650691|Gorros de baño, capuchas y demás tocados, incl. guarnecidos, de caucho o plástico (exc. cascos ...|650691 - Gorros de baño, capuchas y demás tocados, incl. guarnecidos, de caucho o plástico (exc. cascos ...
4207|650692|Sombreros y demás tocados de peletería natural, incl. guarnecidos (exc. con características ...|650692 - Sombreros y demás tocados de peletería natural, incl. guarnecidos (exc. con características ...
4208|650699|Sombreros y demás tocados, incl. guarnecidos, n.c.o.p.|650699 - Sombreros y demás tocados, incl. guarnecidos, n.c.o.p.
4209|650700|Desudadores, forros, fundas, armaduras, viseras y barboquejos (barbijos), para sombreros y ...|650700 - Desudadores, forros, fundas, armaduras, viseras y barboquejos (barbijos), para sombreros y ...
4210|660110|Quitasoles toldo y artículos simil. (exc. carpas de playa)|660110 - Quitasoles toldo y artículos simil. (exc. carpas de playa)
4211|660191|Artículos con astil o mango telescópico (exc. destinados al entretenimiento de los niños)|660191 - Artículos con astil o mango telescópico (exc. destinados al entretenimiento de los niños)
4212|660199|Paraguas, sombrillas y quitasoles, incl. los paraguas-bastón (exc. artículos con astil o mango ...|660199 - Paraguas, sombrillas y quitasoles, incl. los paraguas-bastón (exc. artículos con astil o mango ...
4213|660200|Bastones, bastones asiento, látigos, fustas y artículos similares|660200 - Bastones, bastones asiento, látigos, fustas y artículos similares
4214|660310|Puños y pomos, reconocibles como tales, para paraguas, sombrillas y quitasoles de la partida ...|660310 - Puños y pomos, reconocibles como tales, para paraguas, sombrillas y quitasoles de la partida ...
4215|660320|Monturas ensambladas, reconocibles como tales, incl. con el ástil o mango, para paraguas, sombrillas ...|660320 - Monturas ensambladas, reconocibles como tales, incl. con el ástil o mango, para paraguas, sombrillas ...
4216|660390|Partes, adornos y accesorios para paraguas y parasoles de la partida 6601 ó para bastones, ...|660390 - Partes, adornos y accesorios para paraguas y parasoles de la partida 6601 ó para bastones, ...
4217|670100|Pieles y demás partes de ave con sus plumas o plumón; plumas, partes de plumas, plumón y artículos ...|670100 - Pieles y demás partes de ave con sus plumas o plumón; plumas, partes de plumas, plumón y artículos ...
4218|670210|Flores, follaje y frutos, artificiales, y sus partes; artículos confeccionados con flores, ...|670210 - Flores, follaje y frutos, artificiales, y sus partes; artículos confeccionados con flores, ...
4219|670290|Flores, follaje y frutos, artificiales, y sus partes; artículos confeccionados con flores, ...|670290 - Flores, follaje y frutos, artificiales, y sus partes; artículos confeccionados con flores, ...
4220|670300|Cabello peinado, afinado, blanqueado o preparado de otra forma; lana, pelo u otra materia textil, ...|670300 - Cabello peinado, afinado, blanqueado o preparado de otra forma; lana, pelo u otra materia textil, ...
4221|670411|Pelucas que cubran toda la cabeza, de fibras sintéticas|670411 - Pelucas que cubran toda la cabeza, de fibras sintéticas
4222|670419|Barbas, cejas, pestañas, mechones y artículos análogos, de fibras sintéticas (exc. pelucas ...|670419 - Barbas, cejas, pestañas, mechones y artículos análogos, de fibras sintéticas (exc. pelucas ...
4223|670420|Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de cabello, así como manufacturas ...|670420 - Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de cabello, así como manufacturas ...
4224|670490|Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de pelo o materia textil (exc. ...|670490 - Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de pelo o materia textil (exc. ...
4225|680100|Adoquines, encintado (bordillos) y losas para pavimentos, de piedra natural (excepto la pizarra)|680100 - Adoquines, encintado (bordillos) y losas para pavimentos, de piedra natural (excepto la pizarra)
4226|680210|"Losetas, cubos, dados y demás piedras naturales trabajadas, incl. la pizarra, para mosaicos ..."""|"680210 - Losetas, cubos, dados y demás piedras naturales trabajadas, incl. la pizarra, para mosaicos ..."""
4227|680221|Mármol, travertinos, alabastro y sus manufacturas, simplemente talladas o aserradas, con superficie ...|680221 - Mármol, travertinos, alabastro y sus manufacturas, simplemente talladas o aserradas, con superficie ...
4228|680222|Piedras calizas distintas del mármol, el travertino y el alabastro y sus manufacturas, simplemente ...|680222 - Piedras calizas distintas del mármol, el travertino y el alabastro y sus manufacturas, simplemente ...
4229|680223|Granito y sus manufacturas, simplemente talladas o aserradas, con superficie plana o lisa (exc. ...|680223 - Granito y sus manufacturas, simplemente talladas o aserradas, con superficie plana o lisa (exc. ...
4230|680229|Piedra de talla, natural, distinta de las piedras calizas, el granito y la pizarra, y sus manufacturas, ...|680229 - Piedra de talla, natural, distinta de las piedras calizas, el granito y la pizarra, y sus manufacturas, ...
4231|680291|Mármol, travertinos y alabastro, de cualquier forma (exc. losetas, cubos, dados y artículos ...|680291 - Mármol, travertinos y alabastro, de cualquier forma (exc. losetas, cubos, dados y artículos ...
4232|680292|Piedras calizas de cualquier forma (exc.  mármol, travertinos y alabastro, losetas, cubos, ...|680292 - Piedras calizas de cualquier forma (exc.  mármol, travertinos y alabastro, losetas, cubos, ...
4233|680293|Granito de cualquier forma, pulimentado, decorado o trabajado de otro modo (exc. losetas, cubos, ...|680293 - Granito de cualquier forma, pulimentado, decorado o trabajado de otro modo (exc. losetas, cubos, ...
4234|680299|Piedra de talla, natural, distintas de las piedras calizas, el granito y la pizarra, de cualquier ...|680299 - Piedra de talla, natural, distintas de las piedras calizas, el granito y la pizarra, de cualquier ...
4235|680300|Pizarra natural trabajada y manufacturas de pizarra natural o aglomerada|680300 - Pizarra natural trabajada y manufacturas de pizarra natural o aglomerada
4236|680410|Muelas, sin bastidor, para triturar o desfibrar|680410 - Muelas, sin bastidor, para triturar o desfibrar
4237|680421|Muelas y artículos simil., sin bastidor, para triturar, afilar, pulir, rectificar, cortar o ...|680421 - Muelas y artículos simil., sin bastidor, para triturar, afilar, pulir, rectificar, cortar o ...
4238|680422|Muelas y artículos simil., sin bastidor, para triturar, afilar, pulir, rectificar, cortar o ...|680422 - Muelas y artículos simil., sin bastidor, para triturar, afilar, pulir, rectificar, cortar o ...
4239|680423|Muelas y artículos simil., sin bastidor, para triturar, afilar, pulir, rectificar, cortar o ...|680423 - Muelas y artículos simil., sin bastidor, para triturar, afilar, pulir, rectificar, cortar o ...
4240|680430|Piedras de afilar o de pulir a mano|680430 - Piedras de afilar o de pulir a mano
4241|680510|Abrasivos naturales o artificiales en polvo o gránulos con soporte de tejidos de materia textil ...|680510 - Abrasivos naturales o artificiales en polvo o gránulos con soporte de tejidos de materia textil ...
4242|680520|Abrasivos naturales o artificiales en polvo o gránulos con soporte de papel o cartón solamente, ...|680520 - Abrasivos naturales o artificiales en polvo o gránulos con soporte de papel o cartón solamente, ...
4243|680530|Abrasivos naturales o artificiales en polvo o gránulos con soporte que no sea solamente de ...|680530 - Abrasivos naturales o artificiales en polvo o gránulos con soporte que no sea solamente de ...
4244|680610|Lana de escoria, de roca y lanas minerales simil., incl. mezcladas entre sí, en masa, hojas ...|680610 - Lana de escoria, de roca y lanas minerales simil., incl. mezcladas entre sí, en masa, hojas ...
4245|680620|Vermiculita dilatada, arcilla dilatada, espuma de escoria y productos minerales simil. dilatados, ...|680620 - Vermiculita dilatada, arcilla dilatada, espuma de escoria y productos minerales simil. dilatados, ...
4246|680690|Mezclas y manufacturas de materias minerales para aislamiento térmico o acústico o para la ...|680690 - Mezclas y manufacturas de materias minerales para aislamiento térmico o acústico o para la ...
4247|680710|Manufacturas de asfalto o de productos simil., p.ej. pez de petróleo o brea, en rollos.|680710 - Manufacturas de asfalto o de productos simil., p.ej. pez de petróleo o brea, en rollos.
4248|680790|Manufacturas de asfalto o de productos simil., p.ej. pez de petróleo o brea (exc. en rollos)|680790 - Manufacturas de asfalto o de productos simil., p.ej. pez de petróleo o brea (exc. en rollos)
4249|680800|Paneles, placas, losetas, bloques y artículos similares, de fibra vegetal, paja o viruta, de ...|680800 - Paneles, placas, losetas, bloques y artículos similares, de fibra vegetal, paja o viruta, de ...
4250|680911|Placas, hojas, paneles, losetas y artículos simil., de yeso o de preparaciones a base de yeso, ...|680911 - Placas, hojas, paneles, losetas y artículos simil., de yeso o de preparaciones a base de yeso, ...
4251|680919|Placas, hojas, paneles, losetas y artículos simil., de yeso o de preparaciones a base de yeso, ...|680919 - Placas, hojas, paneles, losetas y artículos simil., de yeso o de preparaciones a base de yeso, ...
4252|680990|Manufacturas de yeso fraguable o de preparaciones a base de yeso fraguable (exc. vendas enyesadas ...|680990 - Manufacturas de yeso fraguable o de preparaciones a base de yeso fraguable (exc. vendas enyesadas ...
4253|681011|Bloques y ladrillos para la construcción, de cemento, hormigón o piedra artificial, incl. armados|681011 - Bloques y ladrillos para la construcción, de cemento, hormigón o piedra artificial, incl. armados
4254|681019|Losetas, losas, ladrillos y artículos simil., de cemento, hormigón o piedra artificial (exc. ...|681019 - Losetas, losas, ladrillos y artículos simil., de cemento, hormigón o piedra artificial (exc. ...
4255|681020|Tubos de cemento, de hormigón o de piedra artificial.|681020 - Tubos de cemento, de hormigón o de piedra artificial.
4256|681091|Elementos prefabricados para la construcción o ingeniería civil, de cemento, hormigón o piedra ...|681091 - Elementos prefabricados para la construcción o ingeniería civil, de cemento, hormigón o piedra ...
4257|681099|Manufacturas de cemento, hormigón o piedra artificial, incl. armadas (exc. elementos prefabricados ...|681099 - Manufacturas de cemento, hormigón o piedra artificial, incl. armadas (exc. elementos prefabricados ...
4258|681110|Placas onduladas de amiantocemento, celulosacemento o simil.|681110 - Placas onduladas de amiantocemento, celulosacemento o simil.
4259|681120|Placas, paneles, losetas, tejas y artículos simil., de amiantocemento, celulosacemento o simil. ...|681120 - Placas, paneles, losetas, tejas y artículos simil., de amiantocemento, celulosacemento o simil. ...
4260|681130|Tubos, fundas y accesorios de tubería, de amiantocemento, celulosacemento o simil.|681130 - Tubos, fundas y accesorios de tubería, de amiantocemento, celulosacemento o simil.
4261|681140|Manufacturas de amiantocemento, celulosacemento o simil., que contengan amianto|681140 - Manufacturas de amiantocemento, celulosacemento o simil., que contengan amianto
4262|681181|Placas onduladas de celulosacemento o simil., que no contengan amianto|681181 - Placas onduladas de celulosacemento o simil., que no contengan amianto
4263|681182|Paneles, losetas, tejas y artículos simil., de celulosacemento o simil. (exc. placas onduladas)|681182 - Paneles, losetas, tejas y artículos simil., de celulosacemento o simil. (exc. placas onduladas)
4264|681183|Manufacturas de amiantocemento, celulosacemento o similares : : Tubos, fundas y accesorios ...|681183 - Manufacturas de amiantocemento, celulosacemento o similares : : Tubos, fundas y accesorios ...
4265|681189|Artículos de fibra de celulosa-cemento o similares, que no contengan amianto (exc. ??corrugado ...|681189 - Artículos de fibra de celulosa-cemento o similares, que no contengan amianto (exc. ??corrugado ...
4266|681190|Manufacturas de amiantocemento, celulosacemento o simil. (exc. tubos, fundas y accesorios de ...|681190 - Manufacturas de amiantocemento, celulosacemento o simil. (exc. tubos, fundas y accesorios de ...
4267|681210|Amianto trabajado en fibras;mezclas a base de amianto o a base de amianto y carbonato de m|681210 - Amianto trabajado en fibras;mezclas a base de amianto o a base de amianto y carbonato de m
4268|681220|Hilados de amianto.|681220 - Hilados de amianto.
4269|681230|Cuerdas y cordones, incluso trenzados, de amianto.|681230 - Cuerdas y cordones, incluso trenzados, de amianto.
4270|681240|Tejidos, incluso de punto, de amianto.|681240 - Tejidos, incluso de punto, de amianto.
4271|681250|"Prendas y complementos """"accesorios"""", de vestir, calzado y sombrereros y demás tocados, de ..."""|"681250 - Prendas y complementos """"accesorios"""", de vestir, calzado y sombrereros y demás tocados, de ..."""
4272|681260|"Papel, cartón y fieltro, de amianto """"asbesto"""" o de mezclas a base de amianto o a base de ..."""|"681260 - Papel, cartón y fieltro, de amianto """"asbesto"""" o de mezclas a base de amianto o a base de ..."""
4273|681270|"Hojas de amianto """"asbesto"""" y elastómeros, comprimidos, para juntas o empaquetaduras, incl. ..."""|"681270 - Hojas de amianto """"asbesto"""" y elastómeros, comprimidos, para juntas o empaquetaduras, incl. ..."""
4274|681280|"Amianto """"asbesto"""" en fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato ..."""|"681280 - Amianto """"asbesto"""" en fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato ..."""
4275|681290|"Amianto """"asbesto"""" en fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato ..."""|"681290 - Amianto """"asbesto"""" en fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato ..."""
4276|681291|"Prendas y complementos """"accesorios"""", de vestir, calzado y sombrereros y demás tocados, de ..."""|"681291 - Prendas y complementos """"accesorios"""", de vestir, calzado y sombrereros y demás tocados, de ..."""
4277|681292|"Papel, cartón y fieltro, de amianto """"asbesto"""" o de mezclas a base de amianto o a base de ..."""|"681292 - Papel, cartón y fieltro, de amianto """"asbesto"""" o de mezclas a base de amianto o a base de ..."""
4278|681293|"Hojas de amianto """"asbesto"""" y elastómeros, comprimidos, para juntas o empaquetaduras, incl. ..."""|"681293 - Hojas de amianto """"asbesto"""" y elastómeros, comprimidos, para juntas o empaquetaduras, incl. ..."""
4279|681299|Fibras de amianto fabricadas; mezclas a base de amianto o a base de amianto y carbonato de ...|681299 - Fibras de amianto fabricadas; mezclas a base de amianto o a base de amianto y carbonato de ...
4280|681310|"Guarniciones para frenos, a base de amianto """"asbesto"""", de otras sustancias minerales o de ..."""|"681310 - Guarniciones para frenos, a base de amianto """"asbesto"""", de otras sustancias minerales o de ..."""
4281|681320|"Guarniciones de fricción """"p.ej. placas, rollos, tiras, segmentos, discos, arandelas o plaquitas"""", ..."""|"681320 - Guarniciones de fricción """"p.ej. placas, rollos, tiras, segmentos, discos, arandelas o plaquitas"""", ..."""
4282|681381|Guarniciones para frenos, a base de substancias minerales o de celulosa, incl. combinadas con ...|681381 - Guarniciones para frenos, a base de substancias minerales o de celulosa, incl. combinadas con ...
4283|681389|"Guarniciones de fricción """"p.ej. placas, rollos, tiras, segmentos, discos, arandelas o plaquitas"""", ..."""|"681389 - Guarniciones de fricción """"p.ej. placas, rollos, tiras, segmentos, discos, arandelas o plaquitas"""", ..."""
4284|681390|"Hojas, rollos, tiras, segmentos, discos, arandelas, plaquitas y demás guarniciones de fricción ..."""|"681390 - Hojas, rollos, tiras, segmentos, discos, arandelas, plaquitas y demás guarniciones de fricción ..."""
4285|681410|Placas, hojas y tiras de mica aglomerada o reconstituida, incl. con soporte de papel, cartón ...|681410 - Placas, hojas y tiras de mica aglomerada o reconstituida, incl. con soporte de papel, cartón ...
4286|681490|Mica trabajada y manufacturas de mica (exc. aisladores eléctricos, piezas aislantes, resistencias ...|681490 - Mica trabajada y manufacturas de mica (exc. aisladores eléctricos, piezas aislantes, resistencias ...
4287|681510|Manufacturas de grafito u otros carbonos (exc. para usos eléctricos)|681510 - Manufacturas de grafito u otros carbonos (exc. para usos eléctricos)
4288|681511|Fibras de carbono|681511 - Fibras de carbono
4289|681512|Tejidos de fibras de carbono para usos no eléctricos|681512 - Tejidos de fibras de carbono para usos no eléctricos
4290|681513|Manufacturas de fibras de carbono para usos no eléctricos (exc. ​​tejidos)|681513 - Manufacturas de fibras de carbono para usos no eléctricos (exc. ​​tejidos)
4291|681519|Manufacturas de grafito o carbono para usos no eléctricos (exc. ​​Fibras de carbono y manufacturas ...|681519 - Manufacturas de grafito o carbono para usos no eléctricos (exc. ​​Fibras de carbono y manufacturas ...
4292|681520|Manufacturas de turba (exc. productos textiles de fibras de turba)|681520 - Manufacturas de turba (exc. productos textiles de fibras de turba)
4293|681591|Manufacturas de piedra u otras sustancias minerales, n.c.o.p. que contiene magnesita, magnesia ...|681591 - Manufacturas de piedra u otras sustancias minerales, n.c.o.p. que contiene magnesita, magnesia ...
4294|681599|Manufacturas de piedra o de otras materias minerales, n.c.o.p.|681599 - Manufacturas de piedra o de otras materias minerales, n.c.o.p.
4295|690100|Ladrillos, placas, baldosas y demás piezas cerámicas de harinas silíceas fósiles (por ejemplo: ...|690100 - Ladrillos, placas, baldosas y demás piezas cerámicas de harinas silíceas fósiles (por ejemplo: ...
4296|690210|"Ladrillos, placas, baldosas y demás piezas cerámicas análogas de construcción, refractarios, ..."""|"690210 - Ladrillos, placas, baldosas y demás piezas cerámicas análogas de construcción, refractarios, ..."""
